,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
227,Jacksonville,A-Sun,,13,17,63.7,65.5,-1.8,,-5.29,,-6.93,-0.17,-7.09,52.46,57.12,-4.66
228,Boston University,Patriot,,13,20,59.6,64.9,-5.27,,-1.83,,-7.12,0.02,-7.11,57.98,64.12,-6.14
229,Ohio,MAC,,9,21,62.2,68.9,-6.67,,0.3,,-5.73,-1.45,-7.18,54.91,60.7,-5.8
230,Furman,Southern,,18,13,67,65.5,1.52,,-6.8,,-3.2,-4.01,-7.21,55.42,60.03,-4.61
231,Nicholls State,Southland,,17,14,68.3,67,1.29,,-7.48,,-3.72,-3.53,-7.25,58.71,62.64,-3.93
232,Bryant,NEC,,17,15,72.2,69.7,2.47,,-9.85,,-0.4,-6.98,-7.38,63.11,68.89,-5.78
233,Central Arkansas,Southland,,18,12,61.8,57.1,4.63,,-9.2,,-12.71,5.26,-7.45,50.57,54.37,-3.8
234,Elon,Southern,,15,16,64.8,66.8,-2.03,,-4.84,,-4.61,-3.13,-7.74,51.85,57,-5.15
235,Savannah State,MEAC,,19,14,66.2,63.7,2.45,,-6.67,,-5.46,-2.46,-7.93,3.38,3.22,0.16
236,Maine,AmEast,,17,15,65.2,64.1,1.03,,-8.97,,-4.68,-3.26,-7.94,62.25,68.53,-6.28
237,Texas State,Sun Belt,,16,16,64.1,66.4,-2.31,,-3.21,,-5.86,-2.08,-7.94,51.64,56.09,-4.45
238,Belmont,OVC,,14,18,64.2,67.1,-2.88,,-5.18,,-6.61,-1.44,-8.05,59.95,66.31,-6.36
239,Denver,Summit,,9,23,69,76.4,-7.41,,-0.69,,0.27,-8.36,-8.1,65.56,72.86,-7.3
240,George Mason,A-10,,8,23,69,75.2,-6.26,,-1.84,,-0.07,-8.04,-8.1,61.71,68.52,-6.81
241,Abilene Christian,Southland,,18,12,76.2,67.1,9.03,,-8.2,,-0.25,-7.86,-8.11,45.46,49.8,-4.34
242,New Mexico State,WAC,,11,20,71.4,74.2,-2.81,,-4.21,,1,-9.18,-8.18,58.48,65.45,-6.97
243,Marshall,CUSA,,11,20,63.3,67.8,-4.48,,-0.65,,-5.8,-2.67,-8.47,52.2,58.68,-6.48
244,Kansas City,WAC,,11,19,73.8,75.4,-1.6,,-6.69,,1.63,-10.11,-8.49,61.62,67.77,-6.15
245,Saint Francis (PA),NEC,,15,17,82.4,85.4,-2.97,,-5.55,,12.53,-21.05,-8.51,63.03,69.36,-6.33
246,Weber State,Big Sky,,7,22,68.3,71.2,-2.86,,-1.71,,-2.62,-5.94,-8.56,52.85,59.82,-6.97
247,Florida A&M,MEAC,,17,14,70.8,70.8,-0.06,,-8.44,,0.2,-8.97,-8.78,48.09,52.55,-4.46
248,Rhode Island,A-10,,7,23,54.7,60.2,-5.5,,-2.72,,-14.38,5.59,-8.78,49.09,57.12,-8.04
249,Campbell,Big South,,19,12,64.4,62.1,2.32,,-9.85,,-6.65,-2.2,-8.85,51.82,57.2,-5.38
250,William & Mary,CAA,,8,21,61.9,69.9,-8,,-1.09,,-3.77,-5.32,-9.09,56.64,65,-8.36
251,Sacred Heart,NEC,,12,18,68.9,72,-3.03,,-6.11,,-1.89,-7.26,-9.15,61.91,70.13,-8.22
252,Texas-Rio Grande Valley,WAC,,14,16,64.4,65.8,-1.4,,-4.69,,-7.04,-2.15,-9.19,51.11,57.98,-6.87
253,Louisiana-Monroe,Sun Belt,,11,20,70.3,74.4,-4.1,,-3.95,,0.33,-9.84,-9.52,58.48,66.35,-7.88
254,Northern Arizona,Big Sky,,9,20,72.8,79.3,-6.55,,-3,,3.39,-12.94,-9.55,64.59,73,-8.41
255,Omaha,Summit,,12,16,68.3,66.4,1.93,,-7.43,,-7.96,-1.83,-9.79,49.73,57.82,-8.09
256,South Carolina Upstate,A-Sun,,17,15,66.9,71.1,-4.13,,-4.33,,-3.29,-6.56,-9.85,53.01,60.6,-7.6
257,Texas Southern,SWAC,,20,13,70.6,68.9,1.73,,-11.74,,-3.37,-6.65,-10.02,56.93,64.14,-7.21
258,Brown,Ivy,,10,18,63.3,66.8,-3.5,,-6.54,,-5.02,-5.01,-10.04,62.41,72.42,-10.01
259,Hartford,AmEast,,13,18,58.9,63.3,-4.45,,-5.74,,-10.34,0.14,-10.19,55.27,65.44,-10.16
260,Milwaukee,Horizon,,8,22,69.4,77.6,-8.27,,-1.97,,-1.15,-9.08,-10.23,61.89,71.08,-9.2
261,Colgate,Patriot,,8,22,61.8,71.3,-9.43,,-0.93,,-4.85,-5.51,-10.36,57.72,67.79,-10.07
262,Appalachian State,Southern,,13,16,63.2,65.1,-1.9,,-7.39,,-7.3,-3.09,-10.39,52.95,61.46,-8.51
263,East Tennessee State,A-Sun,,9,21,65.5,70.7,-5.23,,-5.31,,-5.02,-5.53,-10.54,59.39,68.93,-9.54
264,Louisiana,Sun Belt,,14,16,64.3,65.9,-1.63,,-8.25,,-7.82,-2.83,-10.65,51.03,59.49,-8.46
265,Miami (OH),MAC,,8,22,64.9,74.2,-9.27,,-1.58,,-3.7,-7.15,-10.85,60.79,71.66,-10.88
266,Western Carolina,Southern,,15,17,61.4,62.5,-1.13,,-9.87,,-9.92,-1.08,-11,52.2,62.3,-10.09
267,Loyola (IL),MVC,,11,21,61,69.3,-8.28,,-2.72,,-8.48,-2.53,-11.01,54.63,65.32,-10.69
268,North Dakota State,Summit,,6,24,67.2,74.2,-7,,-1.77,,-3.4,-7.68,-11.09,53.47,63.77,-10.3
269,New Hampshire,AmEast,,19,12,61.4,59.9,1.52,,-11.14,,-10.72,-0.43,-11.14,55.01,65.36,-10.36
270,Coastal Carolina,Big South,,15,16,71.9,71.2,0.77,,-8.56,,-0.42,-10.93,-11.34,52.03,60.02,-7.99
271,Eastern Kentucky,OVC,,17,13,68.9,67.5,1.37,,-11.8,,-5.97,-5.38,-11.35,53.18,63.22,-10.05
272,Canisius,MAAC,,13,17,58.3,63.7,-5.4,,-6.01,,-11.97,0.56,-11.41,54.88,67.33,-12.45
273,San Jose State,MWC,,11,19,76.9,86.6,-9.67,,-0.7,,7.46,-18.92,-11.46,55.91,65.28,-9.38
274,Niagara,MAAC,,10,20,64.9,70.7,-5.77,,-5.77,,-3.29,-8.24,-11.53,58.19,69.77,-11.58
275,Georgia State,Sun Belt,,12,19,67.2,73.1,-5.9,,-5.93,,-3.04,-8.79,-11.83,55.69,66.22,-10.53
276,Oral Roberts,Southland,,9,20,64,71.3,-7.28,,-3.73,,-4.86,-7.16,-12.02,53.81,64.17,-10.35
277,Samford,Southern,,10,20,54.4,58.8,-4.4,,-7.51,,-15.62,3.59,-12.03,47.52,59.19,-11.67
278,Utah Valley,WAC,,7,23,66.3,68.4,-2.1,,-6.9,,-7.7,-4.37,-12.07,54.91,66.41,-11.49
279,Presbyterian,Big South,,12,19,52.4,53.5,-1.16,,-7.48,,-19.83,7.67,-12.17,45.27,56.03,-10.76
280,Central Connecticut State,NEC,,11,17,63.3,67.4,-4.18,,-8.23,,-7.91,-4.5,-12.4,54.23,66.48,-12.24
281,Tennessee State,OVC,,12,18,69.4,72.9,-3.53,,-7.7,,-3.54,-8.89,-12.43,54.46,65.41,-10.95
282,Tennessee Tech,OVC,,12,18,68.2,72.6,-4.37,,-6.08,,-3,-9.43,-12.43,61.35,71.6,-10.25
283,Gardner-Webb,Big South,,16,14,65,64.9,0.1,,-11.3,,-7.93,-4.65,-12.57,49.09,59.43,-10.34
284,Loyola (MD),Patriot,,6,24,53.2,63.1,-9.9,,-2.67,,-14.12,1.56,-12.57,50.5,64.78,-14.28
285,Long Island University,NEC,,9,21,59.6,64,-4.37,,-8.33,,-12.6,-0.1,-12.7,51.79,65.54,-13.76
286,Portland State,Big Sky,,8,21,64.9,77.4,-12.45,,0.61,,-5.17,-7.55,-12.71,56.13,68.36,-12.23
287,Sam Houston,Southland,,13,16,64.6,69.7,-5.14,,-6.64,,-5.52,-7.19,-12.71,55.26,66.96,-11.7
288,Valparaiso,Horizon,,6,25,64.9,75.8,-10.9,,-1.91,,-5.76,-7.05,-12.81,57.74,71.33,-13.59
289,Bradley,MVC,,8,22,69.7,80.4,-10.7,,-2.16,,1.47,-14.32,-12.86,61.72,73.95,-12.23
290,Bethune-Cookman,MEAC,,12,18,58.6,63.9,-5.3,,-6.8,,-11.7,-1.31,-13.01,41.92,51.59,-9.68
291,Houston Christian,Southland,,12,17,68.1,70.8,-2.72,,-8.42,,-4.12,-8.94,-13.06,53.43,65.01,-11.58
292,Siena,MAAC,,9,22,61.5,68.8,-7.29,,-5.9,,-7.04,-6.15,-13.19,53.38,67.74,-14.35
293,Southern,SWAC,,20,8,72.8,72.6,0.18,,-13.82,,-3.93,-9.3,-13.23,49.93,60.57,-10.64
294,Murray State,OVC,,11,17,72.5,73.3,-0.79,,-10.44,,-2.26,-11,-13.26,55,67.53,-12.53
295,UNC Wilmington,CAA,,5,27,53.3,70,-16.69,,3.34,,-11.76,-1.59,-13.35,53.69,68.96,-15.27
296,Manhattan,MAAC,,9,21,59.7,67.1,-7.4,,-6.03,,-9.42,-4.01,-13.43,57.45,72.55,-15.1
297,Prairie View A&M,SWAC,,14,18,64.7,70.3,-5.66,,-7.83,,-6.07,-7.42,-13.49,52.05,64.17,-12.13
298,South Alabama,Sun Belt,,8,20,60.7,68.6,-7.96,,-4.37,,-9.9,-3.62,-13.52,50.47,63.32,-12.84
299,SIU Edwardsville,OVC,,11,19,65.2,71.5,-6.37,,-7.16,,-7.38,-6.15,-13.53,55.28,69.03,-13.76
300,Monmouth,MAAC,,8,25,57.4,66.7,-9.36,,-4.35,,-11.04,-2.68,-13.72,51.86,67.02,-15.16
301,Austin Peay,OVC,,9,20,69.7,77.5,-7.76,,-5.04,,-0.9,-12.93,-13.82,54.9,67.15,-12.25
302,Wagner,NEC,,9,21,64.3,72.7,-8.4,,-5.78,,-7.07,-7.11,-14.18,54.31,68.31,-14.01
303,Southeast Missouri State,OVC,,10,19,63.4,69.6,-6.1,,-7.44,,-9.41,-4.92,-14.33,50.43,64.24,-13.81
304,Jacksonville State,OVC,,14,18,63.6,67.7,-4.09,,-10.27,,-9.09,-5.27,-14.36,53.45,67.98,-14.53
305,Detroit Mercy,Horizon,,6,24,70.7,80.5,-9.87,,-3.65,,-0.28,-14.19,-14.47,53.73,67.09,-13.36
306,UT Arlington,Sun Belt,,4,25,61.1,71.3,-10.17,,-4.51,,-9.4,-5.29,-14.69,51.63,66,-14.38
307,Morehead State,OVC,,12,17,64.6,68.6,-3.97,,-8.91,,-9.29,-5.44,-14.73,52.58,67.23,-14.65
308,Alabama State,SWAC,,16,14,63.9,62.9,1,,-13.95,,-12.14,-2.74,-14.87,40.13,52.15,-12.02
309,UNC Asheville,Big South,,11,20,60.9,65.7,-4.84,,-9.85,,-10.19,-4.79,-14.98,47.2,61.36,-14.16
310,Kent State,MAC,,7,23,55,68.4,-13.4,,-1.61,,-13.45,-1.55,-15.01,49.35,66.29,-16.94
311,Georgia Southern,Southern,,10,21,62.4,70.5,-8.13,,-7.21,,-7.65,-7.7,-15.34,54.58,70.08,-15.5
312,North Carolina Central,MEAC,,11,19,56.2,63.4,-7.27,,-8.16,,-13.1,-2.54,-15.64,43.65,57.32,-13.67
313,NJIT,Ind,,8,21,57.8,65.1,-7.24,,-7.25,,-12.95,-2.83,-15.78,51.19,68.57,-17.38
314,Eastern Illinois,OVC,,12,16,62.7,68.6,-5.93,,-9.95,,-10.91,-4.97,-15.88,54.8,71.56,-16.75
315,Howard,MEAC,,11,20,60.4,68.3,-7.9,,-8.17,,-9.68,-6.39,-16.07,43.99,58.59,-14.6
316,UNC Greensboro,Southern,,7,23,63.5,73.2,-9.7,,-6.48,,-5.65,-10.53,-16.18,50.93,67.58,-16.65
317,Dartmouth,Ivy,,5,23,56,69.8,-13.79,,-2.44,,-12,-4.23,-16.23,54.43,73.99,-19.56
318,North Florida,A-Sun,,6,23,55.7,65.7,-10.03,,-5.76,,-15.31,-1.6,-16.9,48.28,66.32,-18.05
319,South Carolina State,MEAC,,7,20,57.4,64.7,-7.37,,-8.11,,-13.97,-3.13,-17.11,42.14,59.91,-17.77
320,Southeastern Louisiana,Southland,,8,22,67.8,78.5,-10.73,,-5.9,,-2.62,-14.73,-17.35,54.52,71.63,-17.11
321,Columbia,Ivy,,6,22,60,72.9,-12.86,,-4.66,,-9.1,-8.42,-17.51,53.8,73.96,-20.16
322,Massachusetts,A-10,,4,27,62.3,79.9,-17.61,,0.01,,-3.68,-13.93,-17.6,54.91,73.31,-18.41
323,Jackson State,SWAC,,15,15,65,69.5,-4.47,,-13.43,,-9.04,-8.79,-17.83,45.93,63.04,-17.11
324,Maryland-Eastern Shore,MEAC,,9,21,63.5,73.5,-10,,-7.34,,-6.2,-11.77,-17.96,47.34,63.26,-15.91
325,Lipscomb,A-Sun,,6,24,69.4,83.8,-14.4,,-3.84,,0.7,-18.94,-18.24,58.81,77.62,-18.81
326,Longwood,Big South,,8,22,56.5,66.2,-9.7,,-8.79,,-13.62,-4.87,-18.49,43.15,61.69,-18.53
327,Kennesaw State,A-Sun,,6,24,60.1,73.4,-13.3,,-5.46,,-10.35,-8.4,-18.76,54.16,75.71,-21.55
328,Norfolk State,MEAC,,12,16,61.9,67,-5.11,,-10.68,,-11.41,-7.38,-18.79,42.33,60.4,-18.07
329,Delaware State,MEAC,,8,21,64.4,74.2,-9.72,,-6.46,,-6.5,-12.44,-18.94,42.33,60.62,-18.29
330,Charleston Southern,Big South,,8,22,63,69.7,-6.63,,-7.65,,-9.63,-9.98,-19.61,40.27,57.31,-17.04
331,Vermont,AmEast,,7,23,62,71.2,-9.2,,-10.62,,-7.92,-11.9,-19.82,50.51,73.28,-22.77
332,Mississippi Valley State,SWAC,,9,21,61.3,71.4,-10.13,,-9.73,,-11.04,-8.82,-19.86,47.87,68.41,-20.53
333,Grambling,SWAC,,11,20,69.4,76.5,-7.16,,-10.75,,-3.86,-16.17,-20.03,47.3,65.28,-17.98
334,Southern Illinois,MVC,,5,25,56.5,71.3,-14.83,,-5.41,,-14.17,-6.07,-20.24,46.35,69.74,-23.39
335,Radford,Big South,,7,23,55.6,65.1,-9.5,,-8.15,,-15.45,-4.99,-20.44,41.89,63.2,-21.31
336,Wofford,Southern,,6,23,58.7,69.8,-11.03,,-8.74,,-11.78,-9.07,-20.85,43.6,65.79,-22.19
337,Saint Peter's,MAAC,,3,27,49.5,64.2,-14.7,,-6.21,,-20.17,-0.74,-20.91,44.85,72.04,-27.19
338,Incarnate Word,Southland,,8,19,61.1,68.3,-7.15,,-10.37,,-14.04,-7.61,-21.64,33.04,50.1,-17.05
339,FDU,NEC,,3,26,60.1,74.8,-14.66,,-7.78,,-11.32,-11.12,-22.44,47.76,73.33,-25.57
340,Binghamton,AmEast,,5,25,49.6,64.6,-15.07,,-7.52,,-19.93,-2.66,-22.59,44.24,72.47,-28.24
341,Maryland-Baltimore County,AmEast,,4,25,50.9,63.3,-12.34,,-9.59,,-19.8,-2.89,-22.7,42.8,70.3,-27.51
342,Massachusetts-Lowell,AmEast,,5,23,65.3,80.3,-15,,-6.29,,-2.98,-20.12,-23.11,49.55,73.42,-23.87
343,Alabama A&M,SWAC,,6,24,65.8,76.9,-11.03,,-13.7,,-8,-16.73,-24.73,49.95,75.97,-26.02
344,Morgan State,MEAC,,5,25,57,73.5,-16.47,,-6.13,,-14.08,-10.66,-24.74,40.83,66.73,-25.9
345,Air Force,MWC,,1,28,53.6,76.7,-23.1,,-1.87,,-15.25,-9.72,-24.98,43.42,74.68,-31.26
346,Alcorn State,SWAC,,8,22,53,68.9,-15.87,,-10.5,,-20.19,-6.17,-26.36,39.22,68.7,-29.47
347,Arkansas-Pine Bluff,SWAC,,3,26,58.2,72.6,-14.38,,-10.95,,-15.18,-11.44,-26.62,44.42,73.55,-29.13
348,Chicago State,WAC,,3,27,54.1,75.3,-21.17,,-4.88,,-18.42,-11.28,-29.7,36.83,69.65,-32.81
349,New Orleans,Southland,,0,29,48,79.9,-31.9,,-7.28,,-23.6,-15.57,-39.18,32.56,79.83,-47.27
