,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,High Point,Big South,,20,12,69.3,65,4.28,,-10.34,,1.23,-7.38,-6.15,58.43,58.69,-0.27
229,Utah State,MWC,,8,23,64,70.9,-6.84,,1.06,,-0.85,-5.46,-6.31,56.34,59.84,-3.5
230,Appalachian State,Sun Belt,,14,16,67.7,70.4,-2.77,,-2.95,,1.1,-7.5,-6.39,55.91,56.7,-0.79
231,Georgia State,Sun Belt,,13,17,67.1,67.7,-0.6,,-4.28,,0.09,-6.57,-6.48,59.43,61.48,-2.05
232,Savannah State,MEAC,,21,11,63.6,60.6,2.94,,-6,,-4.95,-1.53,-6.48,13,8.57,4.44
233,Florida Atlantic,CUSA,,13,17,68.4,72.6,-4.2,,-1.03,,1.75,-8.33,-6.58,60.19,62.98,-2.79
234,UNC Wilmington,CAA,,14,16,65.5,67.9,-2.37,,-2.94,,0.13,-6.79,-6.67,58.72,61.54,-2.82
235,Brown,Ivy,,10,18,65.5,69.2,-3.71,,-2.62,,1.32,-8.05,-6.73,62.76,64.95,-2.18
236,Colgate,Patriot,,9,22,57.7,62,-4.32,,-2.71,,-5.31,-1.72,-7.03,57.76,61.78,-4.02
237,Portland,WCC,,4,26,63.7,73.5,-9.83,,2.73,,-0.03,-7.08,-7.11,61.44,66.66,-5.22
238,Loyola Marymount,WCC,,7,24,65.4,75,-9.61,,2.27,,1.31,-8.65,-7.34,60.7,65.57,-4.87
239,Evansville,MVC,,13,19,62.8,66.4,-3.56,,-2.39,,-4.43,-2.96,-7.39,57.34,61.77,-4.43
240,Northern Arizona,Big Sky,,13,17,62.3,64.8,-2.5,,-4.36,,-4.91,-2.64,-7.54,50.46,54.87,-4.41
241,Jacksonville,A-Sun,,12,17,61.2,63.7,-2.55,,-1.1,,-5.2,-2.38,-7.58,50.76,54.24,-3.47
242,Grand Canyon,WAC,,14,13,61.7,58.7,3,,-8.3,,-8.15,0.41,-7.74,50.62,54.81,-4.19
243,New Hampshire,AmEast,,17,12,60.8,59.8,0.97,,-6.89,,-6.71,-1.04,-7.75,57.01,60.78,-3.77
244,Abilene Christian,Southland,,17,12,68.6,62,6.62,,-10.17,,-4.38,-3.39,-7.77,46.68,49.87,-3.19
245,Weber State,Big Sky,,11,18,59.3,60.4,-1.14,,-3.28,,-9.54,1.63,-7.91,45.03,49.65,-4.62
246,Canisius,MAAC,,10,20,61.5,65.3,-3.8,,-4.15,,-4.67,-3.28,-7.95,60.09,65.86,-5.77
247,Texas-Rio Grande Valley,WAC,,19,15,64.1,64.1,0.06,,-4.37,,-2.85,-5.17,-8.02,49.68,53.98,-4.3
248,Milwaukee,Horizon,,10,20,66,71.8,-5.8,,-2.24,,-0.53,-7.51,-8.04,60.87,66.28,-5.41
249,Texas A&M-Corpus Christi,Southland,,16,14,60.8,57.1,3.7,,-9.75,,-10.22,2.02,-8.2,49.24,53.26,-4.01
250,St. Francis (NY),NEC,,15,19,59.5,61,-1.47,,-6.91,,-9.1,0.72,-8.38,60.57,66.17,-5.6
251,Nicholls State,Southland,,17,13,63.8,64.2,-0.4,,-7.97,,-4.58,-3.92,-8.49,50.11,53.96,-3.85
252,Monmouth,MAAC,,13,18,63.3,66.5,-3.23,,-5.33,,-3.38,-5.18,-8.56,54.17,60.1,-5.93
253,North Dakota State,Summit,,11,18,68.2,73,-4.79,,-2.99,,1.56,-10.12,-8.57,55.14,60.76,-5.63
254,Sacred Heart,NEC,,16,13,69.2,68,1.28,,-8.44,,-0.2,-8.45,-8.65,60,65.53,-5.53
255,Northeastern,CAA,,4,25,60.4,68.7,-8.34,,-0.4,,-3.68,-5.06,-8.74,59.37,66.12,-6.75
256,Idaho State,Big Sky,,13,17,63.9,68.7,-4.77,,-1.98,,-2.89,-6.05,-8.94,51.56,58,-6.43
257,George Mason,A-10,,13,17,67.8,73.4,-5.57,,-3.4,,2.42,-11.39,-8.97,60.91,66.63,-5.71
258,Bowling Green,MAC,,9,21,55.8,61.6,-5.8,,-3.27,,-9.78,0.71,-9.07,57.84,66.18,-8.34
259,McNeese,Southland,,18,14,69.4,68.8,0.59,,-6.99,,0.63,-9.9,-9.28,60.7,66.49,-5.8
260,Southern,SWAC,,19,12,63.4,58.5,4.87,,-13.3,,-5.47,-3.96,-9.44,51.06,55.95,-4.89
261,Morehead State,OVC,,12,18,70.1,73.4,-3.3,,-5.08,,0.17,-9.7,-9.53,56.21,61.55,-5.34
262,South Carolina Upstate,A-Sun,,14,16,64,67.4,-3.33,,-4.05,,-3.06,-6.57,-9.62,51.23,56.6,-5.37
263,Houston,AAC,,6,24,53.3,66.8,-13.57,,3.82,,-8.15,-1.59,-9.74,52.68,60.6,-7.92
264,Miami (OH),MAC,,7,23,55.2,64.8,-9.57,,0.87,,-8.98,-0.81,-9.79,49.9,58.32,-8.43
265,Norfolk State,MEAC,,14,16,63.7,62.3,1.43,,-10.9,,-5.8,-4.03,-9.83,54.82,58.24,-3.43
266,Austin Peay,OVC,,10,20,70.3,74.6,-4.27,,-4.23,,2.49,-12.38,-9.89,57.32,63.72,-6.4
267,Davidson,A-10,,5,25,56.4,68,-11.6,,1.49,,-6.87,-3.24,-10.11,53.73,61.04,-7.31
268,Utah Valley,WAC,,11,19,61.7,62.1,-0.4,,-8.1,,-9.08,-1.05,-10.13,50.09,57.91,-7.81
269,Purdue Fort Wayne,Summit,,9,21,69.6,73.8,-4.2,,-2.93,,0.69,-10.87,-10.18,57.68,64.84,-7.16
270,Columbia,Ivy,,8,20,61.4,67.9,-6.5,,-4.03,,-4.47,-6.06,-10.53,55.68,63.7,-8.02
271,North Texas,CUSA,,5,24,51.8,61.9,-10.07,,-0.49,,-12.69,2.14,-10.55,45.24,53.38,-8.14
272,Winthrop,Big South,,17,13,64.2,62.7,1.47,,-9.56,,-5.77,-4.83,-10.6,52.99,58.92,-5.94
273,Northwestern State,Southland,,19,15,60.7,61.6,-0.94,,-6.18,,-8.79,-1.92,-10.72,48.37,55.71,-7.34
274,Lipscomb,A-Sun,,8,21,64.3,71.9,-7.55,,-2.08,,-2.53,-8.23,-10.76,56.51,63.94,-7.43
275,Seattle,WAC,,10,21,60.6,66.5,-5.9,,-4.98,,-6.29,-4.6,-10.89,49.36,58.06,-8.7
276,Kent State,MAC,,5,25,55.4,65.9,-10.57,,-0.44,,-8.75,-2.26,-11.01,54.1,64.64,-10.53
277,Massachusetts-Lowell,AmEast,,14,15,63.7,69.3,-5.55,,-3.67,,-1.84,-9.43,-11.27,57.89,66.99,-9.1
278,Omaha,Summit,,10,18,60.1,64.7,-4.57,,-4.49,,-9.78,-1.52,-11.3,45.73,54.91,-9.19
279,Houston Christian,Southland,,15,18,66.3,65.6,0.76,,-8.13,,-4.14,-7.55,-11.69,48.32,55.57,-7.25
280,Louisiana-Monroe,Sun Belt,,12,17,61,65.4,-4.45,,-3.31,,-7.55,-4.15,-11.7,44.72,52.44,-7.72
281,Maryland-Baltimore County,AmEast,,12,19,61,66.2,-5.26,,-5.53,,-4.89,-6.84,-11.74,52.51,62.27,-9.76
282,College of Charleston,CAA,,5,25,55.9,69.3,-13.4,,1.53,,-7.92,-3.94,-11.87,52.42,62.28,-9.86
283,Southern Utah,Big Sky,,13,15,65.1,71.5,-6.43,,-4.25,,-3.69,-8.25,-11.94,47.39,57.63,-10.24
284,Valparaiso,Horizon,,6,24,64,76.5,-12.5,,1.76,,-2.45,-9.69,-12.13,54.49,64.38,-9.9
285,Eastern Illinois,OVC,,10,20,59.3,66.6,-7.37,,-4.91,,-8.9,-3.38,-12.28,53.7,64.57,-10.87
286,Rider,MAAC,,11,20,54.8,61.7,-6.9,,-5.63,,-11.75,-0.78,-12.53,48.8,60.66,-11.85
287,Presbyterian,Big South,,16,15,55.3,52,3.35,,-12.64,,-17.87,5.16,-12.71,43.43,52.05,-8.62
288,Loyola (MD),Patriot,,7,23,52.7,63.6,-10.93,,-1.8,,-10.78,-1.96,-12.74,49.94,61.72,-11.78
289,North Florida,A-Sun,,11,19,52.4,62.2,-9.73,,-1.7,,-13.19,0.34,-12.85,43.75,54.92,-11.17
290,NJIT,Ind,,12,17,56,56.8,-0.86,,-8.17,,-15.45,2.5,-12.94,45.78,56.46,-10.69
291,FDU,NEC,,10,20,66.4,69.8,-3.4,,-9.55,,-2.88,-10.07,-12.95,60.01,71.44,-11.43
292,Loyola (IL),MVC,,6,25,55.2,68.2,-13.03,,0.05,,-9.11,-3.87,-12.98,47.03,58.07,-11.04
293,Central Arkansas,Southland,,17,14,58.4,57.3,1.13,,-10.45,,-13.54,0.46,-13.08,46.3,54.91,-8.61
294,Denver,Summit,,8,23,60.7,71.5,-10.71,,-2.46,,-5.3,-7.87,-13.17,54.38,67.24,-12.86
295,Radford,Big South,,17,14,58.1,62.2,-4.13,,-9.61,,-9.94,-3.75,-13.68,49.22,59.34,-10.13
296,Boston University,Patriot,,5,25,55.5,65.6,-10.17,,-3.58,,-8.78,-4.97,-13.74,51.26,64.53,-13.27
297,UC Irvine,Big West,,8,24,58.3,71.3,-12.91,,-0.26,,-7.33,-6.44,-13.77,47.54,61.03,-13.49
298,Campbell,Big South,,19,12,61.4,61.1,0.32,,-12.46,,-9.39,-4.41,-13.81,44.28,54.21,-9.93
299,Murray State,OVC,,8,21,73.6,76,-2.45,,-5.94,,2.16,-16.18,-14.02,52.83,63.69,-10.86
300,Southeast Missouri State,OVC,,10,19,60.5,65.6,-5.07,,-6.82,,-10.09,-4.17,-14.26,45.02,57.58,-12.56
301,Maryland-Eastern Shore,MEAC,,14,17,61.2,63.4,-2.26,,-11.81,,-7.51,-6.8,-14.31,50.12,61.19,-11.08
302,Western Carolina,Southern,,11,19,61.8,65,-3.23,,-7.65,,-7.75,-6.57,-14.32,50.62,62.7,-12.08
303,South Alabama,Sun Belt,,5,24,56.2,65.2,-9,,-3.56,,-10.98,-3.4,-14.38,43.55,55.51,-11.96
304,Tennessee Tech,OVC,,6,23,64.3,72.3,-7.97,,-5.93,,-3.81,-10.59,-14.39,56.18,68.28,-12.11
305,Gardner-Webb,Big South,,15,17,64.4,62.9,1.53,,-12.95,,-7.47,-7.21,-14.68,46.58,56.87,-10.29
306,Sam Houston,Southland,,6,22,60,68.7,-8.71,,-6.35,,-6.73,-8.03,-14.76,50.83,63.21,-12.37
307,Bradley,MVC,,6,24,57.8,70.2,-12.37,,-2.54,,-7.35,-7.56,-14.91,49.23,62.99,-13.76
308,Alabama State,SWAC,,17,15,61.3,61.6,-0.31,,-12.79,,-10.25,-4.68,-14.93,43.82,54.11,-10.29
309,Long Island University,NEC,,9,21,64.2,70.3,-6.03,,-9.15,,-5.21,-9.97,-15.18,50.54,65.22,-14.68
310,Eastern Kentucky,OVC,,9,17,62.2,69,-6.73,,-7.23,,-6.71,-8.52,-15.23,48.21,61.64,-13.44
311,Prairie View A&M,SWAC,,14,18,62.2,66.4,-4.22,,-9.19,,-6.98,-8.24,-15.23,48.64,61.49,-12.85
312,Vermont,AmEast,,5,24,59,70.5,-11.48,,-3.97,,-6.19,-9.26,-15.45,52.91,68.16,-15.25
313,Georgia Southern,Sun Belt,,5,24,60.5,70.8,-10.28,,-3.36,,-5.96,-9.75,-15.71,49.4,63.38,-13.98
314,UNC Asheville,Big South,,9,22,59.9,63.2,-3.35,,-11.56,,-9.67,-6.12,-15.79,50.9,63.6,-12.7
315,South Carolina State,MEAC,,16,12,61.2,59.9,1.36,,-14.04,,-12.23,-3.57,-15.8,45,56.03,-11.03
316,Illinois State,MVC,,2,28,52.4,68.7,-16.27,,0.34,,-11.61,-4.31,-15.92,46.5,62.45,-15.95
317,Bethune-Cookman,MEAC,,13,17,57.3,62.4,-5.17,,-8.86,,-10.93,-5.3,-16.23,46.34,57.51,-11.16
318,UNC Greensboro,Southern,,6,24,63.5,74.1,-10.63,,-5.11,,-2.18,-14.07,-16.25,49.19,63.04,-13.86
319,Coastal Carolina,Big South,,12,18,69,65.2,3.73,,-13.38,,-4.62,-11.8,-16.41,47.12,59.03,-11.92
320,Coppin State,MEAC,,7,22,58.5,67.2,-8.69,,-6.72,,-9.14,-7.74,-16.88,48.88,60.68,-11.8
321,Binghamton,AmEast,,4,26,58.3,71.4,-13.1,,-4.15,,-6.38,-10.87,-17.25,56.18,74.46,-18.29
322,UC Santa Barbara,Big West,,2,27,47.9,65.9,-17.97,,0.5,,-16.06,-1.4,-17.47,44.32,65.67,-21.36
323,Florida International,CUSA,,3,26,58,75.5,-17.52,,0,,-6.26,-11.26,-17.51,52.59,70.86,-18.27
324,Kansas City,WAC,,6,24,57,65.7,-8.73,,-8.61,,-10.88,-6.63,-17.51,49.12,67.66,-18.55
325,Mount St. Mary's,NEC,,8,22,57.2,66.3,-9.13,,-8.53,,-12.72,-4.95,-17.66,51.65,69.56,-17.91
326,Saint Francis (PA),NEC,,6,23,69.2,81.8,-12.59,,-5.16,,1.22,-18.96,-17.75,52.39,68.14,-15.76
327,New Orleans,Southland,,8,19,58.6,67.8,-9.22,,-7.08,,-9.67,-8.21,-17.88,43.99,60.42,-16.43
328,Jackson State,SWAC,,14,17,63.6,68.1,-4.48,,-13.51,,-6.26,-11.73,-17.99,44.88,61.05,-16.17
329,Saint Peter's,MAAC,,5,26,50.6,63.9,-13.35,,-4.77,,-15.06,-3.07,-18.12,46.36,67,-20.64
330,Manhattan,MAAC,,3,27,51.7,66.5,-14.87,,-3.78,,-13.51,-5.14,-18.65,49.58,71.94,-22.36
331,Southeastern Louisiana,Southland,,7,22,63.7,74.1,-10.34,,-6.19,,-3.85,-15.45,-19.3,47.05,63.84,-16.79
332,Wofford,Southern,,8,22,56.5,65,-8.47,,-7.58,,-11.87,-7.47,-19.33,41.97,60.44,-18.47
333,Wagner,NEC,,7,22,62.4,75.6,-13.17,,-6.24,,-5.37,-14.05,-19.41,53.31,72.68,-19.37
334,Alcorn State,SWAC,,10,18,53.9,61,-7.11,,-12.36,,-15.2,-4.27,-19.47,43.38,62.06,-18.68
335,Incarnate Word,Southland,,5,24,58.1,68.6,-10.45,,-6.75,,-11.17,-8.33,-19.51,39.8,57.42,-17.62
336,Howard,MEAC,,4,27,60.6,75,-14.45,,-6.16,,-6.32,-14.34,-20.66,50.27,68.6,-18.33
337,Grambling,SWAC,,10,20,56.2,66.2,-10.03,,-8.94,,-13.22,-8.22,-21.44,40.65,60.11,-19.46
338,Florida A&M,MEAC,,8,21,56.1,66,-9.86,,-10.88,,-12.72,-8.9,-21.62,44.36,62.63,-18.27
339,Portland State,Big Sky,,4,25,56.1,76.7,-20.62,,-0.76,,-10.92,-11.21,-22.13,44.22,68.14,-23.93
340,Alabama A&M,SWAC,,6,24,59.8,70.7,-10.93,,-12.29,,-9.87,-13.35,-23.22,46.88,70.38,-23.5
341,Longwood,Big South,,4,26,55.8,70.9,-15.13,,-9.14,,-12.44,-11.84,-24.28,46.67,72.09,-25.43
342,North Carolina Central,MEAC,,7,22,51.9,65.4,-13.48,,-10.37,,-16.92,-8.41,-25.34,39.77,62.07,-22.3
343,Air Force,MWC,,2,28,53.8,77.3,-23.5,,-2.55,,-11.73,-14.32,-26.05,42.72,73.52,-30.8
344,Chicago State,WAC,,4,25,52.8,71.7,-18.9,,-5,,-16.37,-9.85,-26.22,39.53,68.04,-28.51
345,Arkansas-Pine Bluff,SWAC,,7,22,54,67.9,-13.9,,-9.42,,-15.79,-10.63,-26.42,34.69,59.54,-24.84
346,Charleston Southern,Big South,,5,25,57.4,64.2,-6.73,,-10.99,,-15.54,-11.26,-26.8,35.16,59.89,-24.74
347,Delaware State,MEAC,,5,25,61.2,76.3,-15.03,,-9.34,,-7.06,-20.21,-27.27,46.38,71.05,-24.68
348,Mississippi Valley State,SWAC,,4,26,50.4,66.3,-15.93,,-9.78,,-18.94,-8.81,-27.75,34.97,62.57,-27.59
