,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,Air Force,MWC,,6,25,55.7,62.3,-6.52,,0.09,,-10.86,4.28,-6.57,41.24,46.4,-5.15
229,Bowling Green,MAC,,11,19,63.6,71.4,-7.83,,1.56,,-2.71,-4.15,-6.86,52.18,57.91,-5.73
230,St. Bonaventure,A-10,,8,22,63,69.3,-6.3,,-0.69,,-2.42,-4.57,-6.99,55.7,61.84,-6.14
231,Hofstra,CAA,,11,19,60.2,64.3,-4.13,,-3.04,,-5.64,-1.53,-7.18,50.57,56.8,-6.23
232,Lehigh,Patriot,,15,15,61.6,60.9,0.63,,-6.82,,-5.86,-1.33,-7.19,49.81,55.5,-5.68
233,Nicholls State,Southland,,19,14,65.2,64.8,0.45,,-5.62,,-3.44,-3.78,-7.22,47.41,51.17,-3.76
234,Holy Cross,Patriot,,13,18,63.7,64.5,-0.81,,-6.42,,-3.3,-3.93,-7.23,52.8,59.04,-6.25
235,Santa Clara,WCC,,9,21,52.1,58.5,-6.47,,0.94,,-16.18,8.95,-7.23,40.22,47.94,-7.72
236,Niagara,MAAC,,13,18,65.6,67.5,-1.94,,-5.31,,-0.93,-6.31,-7.24,54.44,60.8,-6.36
237,UNC Greensboro,Southern,,13,18,63.2,62.1,1.1,,-4.01,,-4.27,-3.03,-7.3,45.77,50.42,-4.66
238,Grand Canyon,WAC,,16,14,63.8,62.6,1.2,,-7.47,,-5.04,-2.5,-7.54,51.47,56.85,-5.38
239,New Mexico State,WAC,,18,13,66.9,65.7,1.19,,-7.03,,-3.02,-4.66,-7.68,49.18,55.36,-6.18
240,Arkansas State,Sun Belt,,15,15,66.4,69.8,-3.37,,-4.37,,-0.63,-7.11,-7.73,52.14,57.54,-5.4
241,Furman,Southern,,18,14,64.4,62.3,2.19,,-5.42,,-4.89,-2.84,-7.73,49.46,54.68,-5.22
242,Indiana State,MVC,,11,19,59.3,63.5,-4.27,,-2.2,,-8.36,0.6,-7.76,43.38,50.17,-6.79
243,Kansas City,WAC,,11,19,67.8,64.5,3.27,,-4.69,,-2.79,-5.39,-8.18,48.51,54.85,-6.35
244,Norfolk State,MEAC,,18,11,62,56.2,5.79,,-13.99,,-9.33,1.13,-8.2,35.74,43.22,-7.48
245,UNC Wilmington,CAA,,12,19,59.7,64.6,-4.87,,-2.34,,-7.32,-1.06,-8.38,46.21,53.57,-7.36
246,Boston University,Patriot,,10,19,58.8,62.7,-3.9,,-4.5,,-6.89,-1.51,-8.4,49.98,58.28,-8.3
247,Rider,MAAC,,14,17,63,64.4,-1.35,,-7.7,,-4.15,-4.9,-9.05,52.24,60.79,-8.55
248,Old Dominion,CUSA,,8,23,54.6,62.5,-7.94,,-1.3,,-11.32,2.09,-9.23,50.33,59.77,-9.44
249,Towson,CAA,,9,21,63,68.6,-5.63,,-3.64,,-1.78,-7.49,-9.27,49.04,57.55,-8.5
250,Manhattan,MAAC,,13,18,58.6,59.9,-1.29,,-8.05,,-8.71,-0.63,-9.34,50.3,59.67,-9.37
251,High Point,Big South,,17,14,64.4,62,2.42,,-9.67,,-5.73,-3.64,-9.38,45.69,52.42,-6.73
252,La Salle,A-10,,8,22,57.5,66.8,-9.27,,-0.2,,-6.95,-2.52,-9.47,48.41,58.77,-10.36
253,New Orleans,Southland,,15,15,66.1,66,0.1,,-8.37,,-2.91,-6.56,-9.47,47.54,54.57,-7.03
254,Utah State,MWC,,7,23,59.1,68.1,-9.03,,0.51,,-7.67,-1.86,-9.52,48.35,59.28,-10.93
255,Southern,SWAC,,17,14,67.1,67.3,-0.19,,-10.28,,-3.95,-5.58,-9.54,49.72,55.3,-5.59
256,Texas Southern,SWAC,,19,13,63.7,57.9,5.84,,-13.61,,-9.64,0.06,-9.58,44.4,50.52,-6.12
257,UNC Asheville,Big South,,17,16,61.1,59.7,1.39,,-10.33,,-6.97,-2.84,-9.8,50.8,58.78,-7.98
258,Texas A&M-Corpus Christi,Southland,,19,12,62.1,57.4,4.77,,-11.66,,-9.9,0.05,-9.85,42.04,48.1,-6.06
259,Marshall,CUSA,,9,20,64.7,66.5,-1.79,,-3.41,,-5.42,-4.47,-9.89,47.26,56.91,-9.65
260,Portland,WCC,,7,23,63.8,71.9,-8.07,,0.7,,-4.17,-5.77,-9.94,46.58,56.11,-9.53
261,Virginia Commonwealth,A-10,,7,22,60.3,69.4,-9.07,,-0.93,,-4.85,-5.15,-10,50,59.75,-9.75
262,Long Beach State,Big West,,8,23,63.3,71.5,-8.13,,-2.34,,-3.5,-6.97,-10.47,47.44,57.48,-10.04
263,Sacramento State,Big Sky,,7,23,72,82.5,-10.43,,1.14,,4.42,-14.95,-10.53,54.96,63.92,-8.97
264,Fairfield,MAAC,,13,17,56.2,59.6,-3.43,,-7.38,,-11.55,0.74,-10.81,47.44,59.15,-11.71
265,Cal State Fullerton,Big West,,8,21,59.9,65.6,-5.72,,-4.11,,-9.07,-1.9,-10.97,44.9,55.77,-10.87
266,Austin Peay,OVC,,16,14,63.2,65.7,-2.53,,-7.04,,-6.91,-4.06,-10.98,47.64,57.92,-10.27
267,Lafayette,Patriot,,11,19,55.2,60.7,-5.5,,-5.57,,-10.08,-1,-11.07,46.98,58.79,-11.82
268,Florida International,CUSA,,8,21,63.6,72.1,-8.48,,-3.11,,-1.75,-9.33,-11.08,50.32,60.91,-10.59
269,Cornell,Ivy,,7,20,55.2,63.9,-8.67,,-2.48,,-10.97,-0.17,-11.15,46,58.2,-12.2
270,San Jose State,MWC,,7,23,68.5,81.4,-12.87,,2.23,,4.09,-15.24,-11.15,49.91,59.68,-9.77
271,Gardner-Webb,Big South,,19,13,62,59.3,2.69,,-12.12,,-8.2,-3.08,-11.28,44.36,55.25,-10.89
272,North Dakota State,Summit,,9,20,67.2,72.1,-4.93,,-1.63,,-1.75,-9.53,-11.28,48.3,58.91,-10.62
273,Loyola (MD),Patriot,,9,21,59.6,68.2,-8.6,,-2.88,,-5.69,-5.79,-11.48,50.18,62.22,-12.04
274,Abilene Christian,Southland,,16,14,69.3,66.6,2.63,,-8.56,,-1.87,-9.66,-11.52,50.36,59.84,-9.49
275,Tennessee Tech,OVC,,7,22,60.2,65.5,-5.28,,-4.33,,-9.03,-2.57,-11.6,44.76,55.98,-11.22
276,Northern Arizona,Big Sky,,7,23,69.1,76.1,-6.93,,-2.57,,-0.25,-11.39,-11.63,49.36,60.64,-11.28
277,Campbell,Big South,,15,15,55.6,51.9,3.77,,-12.68,,-16.55,4.77,-11.78,39.85,49.2,-9.35
278,Vermont,AmEast,,8,22,56.8,62.4,-5.63,,-4.61,,-10.36,-1.6,-11.96,46.46,59.48,-13.02
279,Grambling,SWAC,,19,14,66.4,68,-1.61,,-10.36,,-4.62,-7.35,-11.97,47.92,57.81,-9.89
280,Texas-Rio Grande Valley,WAC,,14,16,61.8,63.8,-1.97,,-7.71,,-7.28,-4.76,-12.05,44.27,55.2,-10.94
281,UTSA,CUSA,,9,21,60.7,70.6,-9.93,,-0.23,,-5.68,-6.66,-12.34,43.14,54.35,-11.21
282,Murray State,OVC,,11,19,70.1,76.9,-6.8,,-5.43,,2.67,-15.13,-12.46,55.35,67.16,-11.81
283,Illinois-Chicago,Horizon,,8,22,57.3,65.9,-8.6,,-2.1,,-9.38,-3.29,-12.67,40.99,53.79,-12.8
284,Southern Utah,Big Sky,,3,27,58.7,70.3,-11.57,,-1.23,,-8.73,-4.07,-12.8,43.38,57.04,-13.66
285,Valparaiso,MVC,,13,18,65.1,69.2,-4.1,,-5.98,,-4,-8.91,-12.91,46.59,60.07,-13.48
286,Appalachian State,Sun Belt,,8,23,56.8,66.7,-9.94,,-3.03,,-10.04,-2.93,-12.96,44.72,57.95,-13.22
287,Eastern Kentucky,OVC,,8,19,56.9,64.6,-7.63,,-4.79,,-11.74,-1.55,-13.29,45.63,60.51,-14.88
288,North Florida,A-Sun,,13,18,62.5,67.5,-4.9,,-5.38,,-7.01,-6.54,-13.55,40.43,53.9,-13.47
289,Omaha,Summit,,12,16,63.8,72.8,-9.07,,-0.82,,-5.17,-8.45,-13.62,44.53,57.7,-13.17
290,Utah Valley,WAC,,11,19,61.8,67.6,-5.73,,-6.52,,-7.36,-6.48,-13.84,49.28,64.5,-15.22
291,Tennessee State,OVC,,6,21,67.6,74.6,-7,,-4.85,,-0.79,-13.06,-13.85,47.34,60.59,-13.26
292,Georgia State,Sun Belt,,8,22,63,71.7,-8.7,,-2.87,,-6.02,-7.86,-13.87,46.38,59.55,-13.17
293,St. Francis (NY),NEC,,13,17,62.9,64.5,-1.67,,-11.91,,-7.96,-6.02,-13.97,49.52,63.82,-14.3
294,Maryland-Eastern Shore,MEAC,,11,19,63.7,64.7,-0.97,,-9.13,,-8.11,-6.21,-14.31,37.25,49.59,-12.34
295,College of Charleston,CAA,,7,24,58.5,72.7,-14.23,,-0.1,,-5.94,-8.39,-14.33,48,63.65,-15.65
296,Morgan State,MEAC,,16,15,61.7,60.8,0.84,,-12.32,,-12.17,-2.32,-14.49,33.88,47.7,-13.83
297,McNeese,Southland,,12,18,63.9,69.3,-5.37,,-6.7,,-5.25,-9.27,-14.52,49.45,62.38,-12.93
298,Lipscomb,A-Sun,,12,19,63.9,71.9,-8,,-6.79,,-6.33,-8.47,-14.79,48.38,63.93,-15.55
299,Sacred Heart,NEC,,14,17,62.8,67.2,-4.39,,-10.48,,-7.85,-7.02,-14.87,47.39,63.05,-15.66
300,Jackson State,SWAC,,15,13,71.9,66.5,5.39,,-17.27,,-2.99,-11.98,-14.97,36.02,48.32,-12.3
301,Canisius,MAAC,,10,20,55.5,63.7,-8.17,,-6.47,,-12.11,-3.04,-15.15,42.38,59.42,-17.04
302,Wofford,Southern,,10,20,62.6,66.5,-3.87,,-5.79,,-8.35,-6.98,-15.32,41.85,55.1,-13.25
303,Colgate,Patriot,,7,23,56.3,67.2,-10.9,,-4.74,,-9.98,-5.59,-15.57,45.96,64.3,-18.34
304,Bryant,NEC,,9,21,61.9,67.6,-5.63,,-10.17,,-8.16,-7.65,-15.81,44.96,62.18,-17.22
305,Presbyterian,Big South,,12,18,60.1,68,-7.93,,-9.02,,-7.53,-8.3,-15.83,46.59,63.67,-17.08
306,Prairie View A&M,SWAC,,15,16,71,72,-1.03,,-11.88,,-1.46,-14.49,-15.95,43.41,57.23,-13.81
307,Monmouth,MAAC,,10,21,55.1,65.1,-10,,-6.06,,-10.85,-5.21,-16.06,43.28,62.08,-18.8
308,Rhode Island,A-10,,3,27,57.6,72.5,-14.9,,-1.04,,-7.8,-8.48,-16.28,43.11,60.93,-17.82
309,Loyola (IL),MVC,,7,23,53.4,67.3,-13.93,,-2.38,,-13.51,-2.81,-16.32,41.31,60.91,-19.6
310,FDU,NEC,,15,15,61.6,63.3,-1.63,,-13.8,,-10.89,-5.84,-16.73,43.05,61.04,-17.99
311,Western Carolina,Southern,,5,25,54.9,63.9,-9,,-3.5,,-13.02,-3.87,-16.89,38.63,56.42,-17.78
312,Southeastern Louisiana,Southland,,8,21,62.6,71.9,-9.38,,-7.58,,-5.25,-11.71,-16.96,46.14,62.86,-16.71
313,Detroit Mercy,Horizon,,2,28,59.8,79.5,-19.73,,2.75,,-2.96,-14.02,-16.99,48.14,67.02,-18.88
314,Mount St. Mary's,NEC,,9,20,63.9,70.8,-6.83,,-10.25,,-5.9,-11.17,-17.08,47.16,65.75,-18.59
315,Howard,MEAC,,12,18,64.8,72.6,-7.8,,-9.31,,-4.15,-12.96,-17.11,40.23,57.13,-16.9
316,Charleston Southern,Big South,,11,20,59.8,62.6,-2.84,,-11.69,,-8.27,-9.2,-17.47,40.81,58.41,-17.6
317,Maryland-Baltimore County,AmEast,,5,26,52.2,64.3,-12.13,,-4.57,,-14.81,-3.19,-18,41.21,62.65,-21.44
318,Eastern Illinois,OVC,,3,26,58.7,72.1,-13.45,,-4.92,,-9.4,-8.79,-18.18,44,65.58,-21.58
319,South Carolina State,MEAC,,12,18,58.7,61.1,-2.33,,-13.38,,-13.76,-5.07,-18.83,27.95,47.68,-19.74
320,South Carolina Upstate,A-Sun,,11,19,64.9,70.4,-5.5,,-8.26,,-6.83,-12.14,-18.97,39.76,58.41,-18.65
321,Iona,MAAC,,2,28,52.4,66.1,-13.73,,-5.31,,-13.8,-5.24,-19.04,42.24,65.77,-23.53
322,Long Island University,NEC,,13,18,55.7,64,-8.26,,-10.94,,-14.01,-5.19,-19.2,40.03,62.49,-22.47
323,Houston Christian,Southland,,10,18,61.9,67.6,-5.71,,-8.43,,-9.42,-10.46,-19.89,33.99,51.1,-17.11
324,Central Connecticut State,NEC,,7,23,59.3,71.5,-12.2,,-7.71,,-9.3,-10.61,-19.91,44.35,67.03,-22.68
325,North Carolina Central,MEAC,,9,21,63,71.2,-8.2,,-10.98,,-6.55,-13.5,-20.05,38.18,58.82,-20.64
326,Purdue Fort Wayne,Summit,,4,24,56,75.3,-19.21,,0.22,,-11.63,-8.67,-20.3,41.01,64.85,-23.84
327,Alabama A&M,SWAC,,11,18,56.4,62.6,-6.21,,-14.12,,-16.97,-3.36,-20.33,36.29,57.49,-21.21
328,Georgia Southern,Sun Belt,,5,25,56.8,70.3,-13.43,,-4.75,,-11.39,-8.94,-20.33,35.13,56.47,-21.34
329,Kennesaw State,A-Sun,,7,19,56.7,70.3,-13.69,,-5.53,,-12.31,-8.1,-20.41,37.54,60.43,-22.89
330,Northwestern State,Southland,,7,22,56.6,64.2,-7.59,,-5.62,,-15.38,-5.36,-20.74,32.5,51.79,-19.3
331,Incarnate Word,Southland,,5,24,51.7,67.4,-15.76,,-4.39,,-17.5,-3.85,-21.35,34.49,57.14,-22.66
332,Florida A&M,MEAC,,8,24,59.4,68,-8.63,,-11.53,,-11.5,-10.12,-21.63,30.31,52.83,-22.52
333,Wagner,NEC,,6,23,55.1,67.1,-12,,-9.31,,-14.91,-7.01,-21.92,36.28,60.73,-24.45
334,Sam Houston,Southland,,4,23,56.2,68.6,-12.37,,-6.93,,-13.48,-8.45,-21.93,37.4,59.55,-22.15
335,Alcorn State,SWAC,,12,18,64.7,70.3,-5.57,,-12.84,,-7.56,-14.42,-21.99,37.13,57.46,-20.34
336,Massachusetts-Lowell,AmEast,,4,26,58.7,70.4,-11.67,,-8.19,,-9.59,-12.57,-22.15,42.63,68.64,-26.02
337,Coppin State,MEAC,,6,23,55.6,70.7,-15.07,,-7.26,,-11.98,-10.32,-22.3,33.95,59.43,-25.48
338,Louisiana-Monroe,Sun Belt,,4,26,57.4,72.5,-15.17,,-4.19,,-11.6,-11.3,-22.91,38.79,63.63,-24.85
339,Mississippi Valley State,SWAC,,2,28,57.5,73.3,-15.77,,-8.09,,-13.13,-10.73,-23.85,40.12,67.05,-26.93
340,Saint Peter's,MAAC,,4,26,52.1,66.7,-14.63,,-9.33,,-16.34,-7.62,-23.96,35.92,66.19,-30.27
341,Arkansas-Pine Bluff,SWAC,,8,21,56.8,68.4,-11.62,,-10.78,,-16.04,-8.26,-24.29,33.72,58.58,-24.86
342,Delaware State,MEAC,,6,24,58.3,74.8,-16.5,,-7.98,,-10.38,-14.1,-24.48,33.88,61.2,-27.32
343,Alabama State,SWAC,,8,22,54.3,68.9,-14.57,,-9.92,,-16.92,-8.44,-25.37,33.56,60.8,-27.24
344,NJIT,A-Sun,,4,26,57.5,73.5,-15.93,,-7.33,,-12.46,-13.56,-26.02,39.07,69.84,-30.76
345,Longwood,Big South,,7,23,54.9,67.2,-12.27,,-13.2,,-15.27,-11.08,-26.35,33.85,63.29,-29.44
346,Chicago State,WAC,,1,29,50.6,73.4,-22.73,,-4.03,,-17.62,-9.67,-27.29,35.44,69.25,-33.81
347,Evansville,MVC,,3,27,59.5,80.4,-20.97,,-4.16,,-8.64,-19.62,-28.26,41.4,75.78,-34.38
348,Winthrop,Big South,,3,27,50.8,72.6,-21.77,,-8.38,,-17.77,-14.06,-31.83,31.21,68.77,-37.56
349,Savannah State,MEAC,,5,25,55.6,75.3,-19.73,,-8.67,,-14.31,-18.37,-32.67,-16.12,-0.14,-15.99
