,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,Adjusted
195,Tennessee-Martin,OVC,,12,18,55.6,58.1,-2.43,0.93,-0.56,-1.02,-9.89,6.9,-2.99,53.92,53.7,0.22,-5.8
196,Indiana State,MVC,,11,20,64,65.6,-1.61,1.97,0.42,-3.08,-0.74,-2.34,-3.08,58.59,58.62,-0.03,-5.84
197,Milwaukee,Horizon,,14,16,58.6,59.1,-0.5,4.13,-2.62,-3.81,-5.71,2.59,-3.12,57.35,56.18,1.17,-5.81
198,Northern Colorado,Big Sky,,15,16,62,60.8,1.16,4.81,-3.49,-5.42,-6.04,2.82,-3.22,53.3,52.83,0.47,-5.78
199,Manhattan,MAAC,,21,11,66.2,61.3,4.91,-3.09,-8.2,-0.99,-0.64,-2.65,-3.29,58.81,58.68,0.13,-6.22
200,Florida International,CUSA,,15,16,64.1,62.2,1.9,-2.97,-2.98,-1.53,-3.05,-0.25,-3.3,51.32,50.09,1.23,-6.18
201,Holy Cross,Patriot,,20,11,60.4,56.5,3.84,-9.65,-6.04,5.09,-5.4,1.9,-3.5,54.92,54.34,0.58,-6.83
202,Grand Canyon,WAC,,22,10,65.8,61,4.84,2.37,-5.47,-5.22,-4.01,0.47,-3.54,50.22,49.75,0.47,-6.87
203,North Dakota State,Summit,,11,18,64.2,65.9,-1.69,2.53,1.81,-7.19,-1,-2.67,-3.67,55.99,56.92,-0.93,-7.17
204,Idaho,Big Sky,,14,18,68.5,70.1,-1.66,-3.61,-0.43,0.44,2.58,-6.3,-3.72,55.94,55.7,0.24,-6.42
205,UC San Diego,Big West,,13,14,60.9,60,0.89,3.91,-2.64,-4.84,-5.07,1.09,-3.98,50.25,51.46,-1.22,-7.01
206,Vermont,AmEast,,20,11,61.5,54.3,7.16,5.16,-11.3,-9.22,-5.04,0.89,-4.14,59.17,59.07,0.1,-6.27
207,Albany (NY),AmEast,,23,10,57.1,49.6,7.48,2.61,-10.28,-3.08,-10.81,6.66,-4.16,54.77,53.88,0.89,-7.36
208,Miami (OH),MAC,,8,21,67.4,72.2,-4.79,0.82,0.5,-2.74,1.5,-5.8,-4.3,57.39,58.54,-1.15,-7.26
209,Northeastern,CAA,,14,18,61.9,62.6,-0.66,-3.06,-4.03,0.41,-4.35,-0.34,-4.69,56.83,57.83,-1,-7.48
210,Oakland,Horizon,,15,15,62.6,64,-1.37,2.66,-3.33,-3.26,-2.69,-2,-4.7,59.1,61.1,-2,-7.85
211,Georgetown,Big East,,10,19,60.1,67.9,-7.83,-4.68,4.7,-0.01,-3.72,-1.05,-4.77,54.28,55.64,-1.36,-8.02
212,Longwood,Big South,,22,12,71.5,68.1,3.35,5.36,-8.2,-6.3,3.65,-8.5,-4.85,59.48,59.57,-0.1,-8.85
213,Loyola Marymount,WCC,,11,19,59.2,66.7,-7.43,0.53,3.22,-6.21,-5.08,0.13,-4.95,51.53,54.02,-2.49,-8.86
214,Abilene Christian,WAC,,17,13,73.9,66.6,7.27,0.24,-5.97,-4.43,4.28,-9.32,-5.04,57.43,58.53,-1.1,-8.52
215,North Dakota,Summit,,15,15,67.2,69.1,-1.83,-0.39,-1.66,-2.7,0.82,-6.19,-5.37,54.41,56.79,-2.38,-7.67
216,Maine,AmEast,,20,12,58.3,56.8,1.59,-1.26,-7.01,-1.59,-6.87,1.46,-5.41,58.01,59,-0.99,-8.96
217,Sacramento State,Big Sky,,14,16,64.8,65.6,-0.77,5.15,-3.89,-7.67,-2.45,-3.03,-5.48,60.15,62.9,-2.76,-8.91
218,Valparaiso,MVC,,11,19,60.1,67.2,-7.17,6.19,1.57,-10.22,-3.06,-2.53,-5.6,59.26,63.47,-4.22,-9.19
219,North Florida,A-Sun,,13,17,65.6,62.2,3.33,3.43,-3.05,-7.06,-3.69,-1.99,-5.68,48.25,50.14,-1.89,-9.02
220,Cal State Fullerton,Big West,,11,18,60.3,64.7,-4.34,10.84,-1.6,-10.63,-3.37,-2.57,-5.94,55.23,58.88,-3.65,-10.98
221,Arkansas State,Sun Belt,,12,16,77.6,73,4.57,-6.27,-6.03,1.47,5.96,-11.95,-5.99,57.79,59.43,-1.64,-10.28
222,Pacific,WCC,,6,23,68.2,77,-8.72,-0.33,4.81,-3.6,5.17,-11.18,-6.01,55.06,57.41,-2.35,-8.71
223,Boise State,MWC,,8,21,62.1,65.2,-3.1,-10.61,0.5,4.11,-4.29,-1.73,-6.02,48.22,52.08,-3.85,-9.3
224,Weber State,Big Sky,,11,20,64,66.9,-2.87,1.86,-3.15,-6.2,-2.59,-3.43,-6.02,53.66,56.91,-3.25,-9.28
225,Xavier,Big East,,9,21,62.3,72.8,-10.5,3.53,4.3,-5.61,-2.31,-3.89,-6.2,56.47,59.82,-3.35,-9.59
226,Pepperdine,WCC,,8,17,59.6,67.5,-7.96,-6.34,1.74,1.28,-5.04,-1.18,-6.22,53.42,57.62,-4.2,-9.92
227,Coastal Carolina,Sun Belt,,15,11,72.3,61.8,10.5,4.78,-8.78,-7.73,-2.29,-4.14,-6.43,48.26,49.96,-1.69,-10.32
228,Western Illinois,Summit,,14,15,70.8,71.9,-1.14,5.48,-1.19,-9.19,3.47,-9.92,-6.45,52.65,56.37,-3.73,-8.99
229,Lamar,WAC,,14,15,62.6,61.4,1.24,2.34,-4.72,-7.29,-7.05,0.58,-6.46,50.48,53.33,-2.85,-9.93
230,Appalachian State,Sun Belt,,14,12,68.7,67.8,0.81,1.23,-4.63,-5.4,0.67,-7.18,-6.5,50.14,51.55,-1.4,-8.7
231,George Mason,A-10,,10,19,58.7,65.7,-7,-5.29,0.14,1.4,-3.44,-3.42,-6.86,55.16,59.35,-4.18,-9.74
232,St. Bonaventure,A-10,,12,16,58.3,62.3,-4,-2.38,-1.54,-2.6,-5.03,-1.84,-6.87,53.67,58.45,-4.78,-9.78
233,Wofford,Southern,,17,14,66.2,62.1,4.06,-6.24,-5.82,-1.03,-3.67,-3.41,-7.07,48.51,51.34,-2.83,-9.09
234,Omaha,Summit,,7,19,57.2,65,-7.77,-12.42,2.2,5.34,-8.07,0.99,-7.08,48.23,54.08,-5.85,-10.63
235,Utah State,MWC,,11,19,68.6,76.4,-7.83,2.78,1.17,-6.01,3.24,-10.35,-7.1,53.28,57.6,-4.33,-9.9
236,Eastern Michigan,MAC,,7,20,66.8,71.7,-4.89,5.27,1.18,-9.41,-1.14,-6.14,-7.28,54.74,59.79,-5.05,-9.59
237,Jacksonville,A-Sun,,16,13,59.9,58.9,1,0.29,-4.05,-7.06,-8.39,0.94,-7.45,42.21,46.08,-3.87,-11.02
238,Southeastern Louisiana,Southland,,16,11,62.1,54.6,7.56,0.65,-12.69,-5.98,-8.65,0.96,-7.69,48.39,50.41,-2.02,-10.81
239,Cal State Northridge,Big West,,9,19,57.3,63.7,-6.46,-2.66,1.44,-4.04,-6.73,-1.21,-7.94,46.91,53.71,-6.8,-10.88
240,Texas State,Sun Belt,,15,14,68,65.7,2.34,0.97,-4.01,-6.12,-1.06,-6.95,-8.01,50.68,55.1,-4.42,-10.22
241,SIU Edwardsville,OVC,,13,18,69.3,74.6,-5.32,-3.87,-2.71,-3.56,3.55,-11.58,-8.03,54.2,59.03,-4.82,-11.75
242,Bradley,MVC,,4,24,58.9,69.3,-10.43,-1.9,3.9,-3.17,-4.76,-3.42,-8.18,51.14,58.6,-7.46,-10.82
243,Campbell,Big South,,23,8,63.9,53.4,10.52,4.97,-13.27,-7.66,-10.67,2.29,-8.38,47.89,51.11,-3.22,-11.81
244,Norfolk State,MEAC,,17,12,60.7,55.8,4.9,3.69,-12.51,-10.36,-9.75,1.31,-8.44,47.13,51.82,-4.69,-12.11
245,North Carolina A&T,Big South,,14,15,67.9,66.8,1.17,0.4,-9.84,-3.56,0.05,-8.71,-8.66,56.9,61.16,-4.25,-11.72
246,Texas-Rio Grande Valley,WAC,,14,19,60.9,65.4,-4.55,-3.3,-4.15,-1.58,-4.87,-3.83,-8.69,50.96,56.69,-5.73,-11.14
247,New Mexico State,WAC,,10,19,64.4,64.6,-0.17,-6.58,-4.04,0.25,-5.07,-3.75,-8.82,46.57,52.85,-6.28,-11.6
248,Army,Patriot,,16,13,63.5,63.9,-0.45,4.74,-7.24,-8.97,-2.01,-7.01,-9.02,55.33,62.67,-7.34,-11.56
249,Robert Morris,Horizon,,13,15,54.3,58.6,-4.29,-0.19,-4.74,-4.49,-11.05,2.02,-9.03,50.1,58.51,-8.41,-11.25
250,FDU,NEC,,19,12,61,56.9,4.1,2.22,-13.16,-6.5,-8.55,-0.51,-9.07,53.58,60.38,-6.79,-12.18
251,Sam Houston,WAC,,15,16,67.5,69.2,-1.71,-3.42,-3.16,-1.19,-3.01,-6.19,-9.2,45.4,51.34,-5.94,-11.9
252,South Carolina Upstate,Big South,,22,8,67.2,58.4,8.8,0.61,-13.44,-7.33,-5.5,-3.82,-9.33,52.12,56.62,-4.5,-12.54
253,High Point,Big South,,17,14,63.1,59.3,3.84,-2.48,-10.3,-3.62,-7.67,-1.66,-9.34,47.24,52.08,-4.84,-12.53
254,Denver,Summit,,10,20,64.5,72.3,-7.83,-6.39,0.33,-0.16,-0.6,-8.76,-9.35,52.76,61.13,-8.37,-13.13
255,Cal State Bakersfield,Big West,,5,20,61.2,65.6,-4.36,0.06,-1.05,-5.68,-5.09,-4.34,-9.42,52.06,61.23,-9.17,-13.75
256,Furman,Southern,,20,14,64.2,62.1,2.09,-4.1,-9.19,-4.59,-3.74,-5.7,-9.44,52.96,59.13,-6.16,-12.79
257,Texas A&M-Corpus Christi,Southland,,19,10,63.6,57.4,6.14,-0.63,-11.3,-6.48,-8.15,-1.34,-9.49,44.29,48.43,-4.14,-13.4
258,Samford,Southern,,13,17,63.6,67.1,-3.53,6.39,-4.26,-6.51,-2.89,-6.69,-9.58,51.34,57.6,-6.26,-13.35
259,Tennessee State,OVC,,12,19,64.3,68.4,-4.06,0.58,-4.07,-7.96,-3.18,-6.63,-9.81,47.79,55.92,-8.14,-13.35
260,Eastern Kentucky,A-Sun,,15,16,67,66.6,0.35,-0.4,-6.38,-4.72,-2.48,-7.34,-9.83,45.93,52.31,-6.38,-13.72
261,Gardner-Webb,Big South,,16,15,70.3,69.5,0.77,-5.03,-10.89,-1.53,2.58,-12.7,-10.12,57.87,64.32,-6.46,-13.23
262,Central Michigan,MAC,,4,25,59.2,71.6,-12.41,-0.3,2.25,-3.02,-4.26,-5.91,-10.17,54.29,64.05,-9.76,-14.53
263,Eastern Washington,Big Sky,,9,21,61,64.5,-3.5,-7.55,-2.81,-0.45,-7.94,-2.34,-10.28,41.89,50.47,-8.59,-14.17
264,St. Francis (NY),NEC,,17,10,64.7,61.9,2.85,-9.31,-11.45,-1.15,-4.14,-6.2,-10.34,54.96,63.52,-8.56,-14.74
265,Florida Atlantic,CUSA,,5,25,58.6,66.2,-7.6,-7.49,-0.25,-2.94,-6.63,-3.73,-10.36,50.2,59.38,-9.17,-13.91
266,Lafayette,Patriot,,12,18,54.5,58.6,-4.03,-9.39,-6.35,0.44,-10.58,0.2,-10.38,51.98,61.91,-9.94,-14.96
267,Kennesaw State,A-Sun,,9,19,60.3,65.1,-4.79,1.81,-2.89,-11.4,-5.85,-4.56,-10.41,51.7,60.2,-8.49,-14.92
268,North Alabama,A-Sun,,13,16,68.9,68.4,0.48,-3.7,-5.64,-4.14,-0.39,-10.14,-10.52,48.85,56.45,-7.6,-15.67
269,Niagara,MAAC,,15,15,69.9,73.2,-3.3,-3.63,-7.32,-0.31,3.98,-14.59,-10.62,54.62,64.08,-9.46,-16.29
270,Mount St. Mary's,NEC,,16,13,63.8,60.5,3.31,-6.09,-10.95,-3.73,-7.11,-3.51,-10.63,53.1,61.59,-8.48,-17.01
271,Monmouth,MAAC,,14,16,59.2,61.6,-2.37,1.77,-8.34,-10.72,-7.97,-2.73,-10.71,50.32,60.17,-9.85,-16.58
272,Iona,MAAC,,11,16,56.3,58.9,-2.52,-0.93,-8.2,-7.16,-10.97,0.24,-10.72,51.57,61.36,-9.79,-15.43
273,Tarleton State,WAC,,16,13,60.9,59.2,1.69,-9.47,-6.16,0.41,-11.33,0.57,-10.76,39.99,48.07,-8.08,-16.17
274,Wagner,NEC,,17,12,60.6,58.2,2.38,-9.67,-13.19,-1.93,-8.8,-2,-10.81,50.86,60.62,-9.77,-17.25
275,Seattle,WAC,,11,19,62.6,66,-3.33,-7.52,-4.63,-2.29,-4.65,-6.42,-11.06,46.9,56.09,-9.18,-17.52
276,Saint Peter's,MAAC,,13,18,59,60.8,-1.84,-6.23,-9.41,-2,-8.37,-2.88,-11.25,50.07,60.05,-9.98,-17.56
277,Siena,MAAC,,10,19,58,60.2,-2.24,-4.6,-9.04,-4.52,-9.49,-1.79,-11.28,49.55,60.33,-10.78,-16.59
278,Evansville,MVC,,8,22,66.1,75.6,-9.5,-2.1,-0.06,-4.33,0.75,-12.05,-11.3,52.05,61.76,-9.71,-16.06
279,UTSA,CUSA,,7,23,53.9,65.7,-11.77,-5.3,0.22,-6.74,-10.37,-1.17,-11.55,42.71,52.91,-10.2,-18.54
280,Howard,MEAC,,21,10,63.8,60.9,2.84,7.03,-13.01,-9.35,-5.92,-5.72,-11.64,48.67,57.11,-8.45,-18.4
281,Morgan State,MEAC,,18,8,63.3,58.1,5.19,-8.19,-13.48,0.05,-7.95,-3.7,-11.65,47.41,55.82,-8.42,-17.2
282,Coppin State,MEAC,,15,13,62.9,63.3,-0.46,-4.69,-11.2,-4.93,-5.84,-5.82,-11.66,50.93,60.36,-9.43,-19.24
283,Georgia State,Sun Belt,,10,16,64.7,67.4,-2.73,-4.23,-6.19,-5.39,-5.53,-6.2,-11.73,46.7,55.16,-8.46,-19.44
284,Southern,SWAC,,14,17,59.9,62.9,-3.03,0.33,-7.06,-13.4,-10.25,-1.71,-11.96,45.17,54.23,-9.06,-20.43
285,Arkansas-Pine Bluff,SWAC,,13,16,68.6,67.9,0.69,-2.65,-10.24,-8,-3.07,-8.91,-11.99,51.83,60.37,-8.53,-20.56
286,Houston Christian,Southland,,16,11,57.7,56.1,1.56,8.38,-11.96,-18.1,-13.51,0.89,-12.63,39.64,48.05,-8.41,-19.5
287,Lipscomb,A-Sun,,10,20,59.6,65.6,-6,0.72,-1.76,-13.56,-8.44,-4.47,-12.91,43.52,53.98,-10.45,-19.19
288,Rider,MAAC,,9,21,58.3,63.7,-5.43,-8.61,-7.71,-2.26,-9.12,-4.02,-13.15,53.34,67.07,-13.73,-18.01
289,Binghamton,AmEast,,9,20,57.5,57.8,-0.31,-6.07,-10.27,-5.93,-11.47,-1.72,-13.19,44.13,56.57,-12.44,-17.88
290,Massachusetts-Lowell,AmEast,,11,16,55.8,60.9,-5.04,-7.37,-8.17,-2.89,-10.53,-2.67,-13.2,49.84,63.28,-13.45,-21.66
291,Marist,MAAC,,8,21,52.7,60.3,-7.59,-4,-5.63,-9.73,-13.11,-0.1,-13.21,45.92,59.83,-13.9,-20.54
292,William & Mary,CAA,,10,20,57.1,63.8,-6.73,-2.3,-4.58,-11.45,-10.05,-3.29,-13.34,47.48,60.08,-12.6,-19.74
293,NJIT,AmEast,,15,15,56.7,60,-3.3,-4.31,-10.21,-5.45,-9.45,-4.06,-13.51,50.65,64.49,-13.84,-19.53
294,Alabama A&M,SWAC,,15,14,59.7,62.8,-3.1,-6.32,-10.53,-7.6,-10.88,-2.76,-13.64,47.59,59.4,-11.8,-19.72
295,UNC Greensboro,Southern,,9,19,54.4,56.4,-1.93,-8.27,-10.89,-4.57,-15.6,1.93,-13.67,42.38,54.24,-11.85,-19.52
296,Purdue Fort Wayne,Horizon,,7,21,60.1,65.8,-5.61,-9.7,-4.65,-1.52,-7.95,-5.74,-13.69,47.6,61.09,-13.49,-20.02
297,Cal Poly,Big West,,3,22,57.2,70.4,-13.16,-8.13,-0.67,-5.45,-6.85,-6.98,-13.83,45.93,60.8,-14.87,-19.17
298,Hofstra,CAA,,8,20,51.2,61.9,-10.68,-2.13,-3.05,-8.42,-13.61,-0.55,-14.16,42.67,57.02,-14.35,-19.28
299,Navy,Patriot,,10,21,55.1,62.7,-7.65,-10.29,-6.62,-4,-9.95,-4.32,-14.26,50.67,65.62,-14.95,-20.06
300,St. Thomas,Summit,,7,21,58.1,67.7,-9.61,-4.17,-1.67,-7.62,-8.59,-5.75,-14.34,47.48,63.02,-15.53,-22.31
301,Alabama State,SWAC,,15,15,63.7,69.1,-5.47,-6.69,-7.63,-7.94,-5.24,-9.19,-14.43,47.5,59.4,-11.9,-21.4
302,Cornell,Ivy,,9,16,53.3,61.2,-7.88,-9.13,-4.81,-3.84,-13.23,-1.2,-14.43,45.07,59.55,-14.48,-18.76
303,Chattanooga,Southern,,7,23,60.3,68.8,-8.5,-11.4,-6.06,-3.54,-6.25,-8.31,-14.56,50.99,64.33,-13.33,-21.77
304,Wright State,Horizon,,4,19,59.9,70.2,-10.3,-4.48,-2.49,-9.99,-5.49,-9.18,-14.67,45.81,60.23,-14.42,-21.89
305,Grambling,SWAC,,14,17,62.2,65.9,-3.68,-7.88,-10.95,-4.89,-6.21,-8.54,-14.75,51.09,64.22,-13.13,-21.7
306,Texas Southern,SWAC,,11,15,68.4,75.5,-7.15,-13.17,-7.76,-2.28,-0.98,-13.93,-14.91,49.35,62.04,-12.69,-21.05
307,Loyola (MD),Patriot,,5,24,53.8,61.6,-7.83,-7.74,-7.32,-7.74,-12.29,-2.86,-15.15,52.17,69.58,-17.41,-21.98
308,Utah Tech,WAC,,10,19,67,72.3,-5.34,-3.39,-3.02,-7.57,-3.11,-12.11,-15.22,44.58,58.17,-13.59,-22.78
309,Hampton,Big South,,13,16,59.4,63.8,-4.38,-11,-11.4,-3.04,-10.27,-5.51,-15.78,47.38,61.36,-13.98,-21.77
310,Chicago State,WAC,,4,23,56.5,68.7,-12.22,-0.78,-3.94,-9.61,-9.87,-6.29,-16.16,44.06,60.56,-16.5,-21.92
311,San Jose State,MWC,,5,25,60.1,77.2,-17.03,-16.19,1.89,1.98,-3.94,-12.24,-16.18,48.95,66.64,-17.69,-21.74
312,Presbyterian,Big South,,12,18,59.9,63.2,-3.23,0.53,-12.45,-11.24,-10.78,-5.77,-16.56,46.54,61.69,-15.15,-22.17
313,Butler,Big East,,1,27,55.6,77.9,-22.32,-2.74,5.68,-10.55,-8.43,-8.22,-16.65,50.88,70.2,-19.32,-22.5
314,Incarnate Word,Southland,,13,17,57.7,59.6,-1.9,-15.55,-13.28,0.62,-12.82,-4,-16.81,43.45,57.54,-14.1,-23.18
315,Colgate,Patriot,,6,24,53.9,63.1,-9.2,-6.9,-7.63,-6.69,-12.86,-3.97,-16.83,48.94,68.3,-19.37,-23.85
316,Central Arkansas,A-Sun,,9,19,53.9,62,-8.11,-5.84,-4.37,-9.5,-14.93,-1.92,-16.85,39.27,55.47,-16.2,-23.18
317,Long Island University,NEC,,9,18,55.6,62.9,-7.3,-14.97,-9.78,-2.57,-12.53,-4.55,-17.08,46.49,64.5,-18.01,-24.39
318,Southeast Missouri State,OVC,,6,23,60.8,71.8,-11,-7.93,-3.1,-2.69,-6.82,-10.35,-17.17,44.47,61.09,-16.62,-27.61
319,Merrimack,NEC,,9,17,64.2,70.6,-6.42,-4.52,-10.79,-10.8,-3.21,-14.01,-17.21,54.37,72.57,-18.2,-24.46
320,Maryland-Eastern Shore,MEAC,,12,16,63.3,62.7,0.64,-16.3,-13.76,-0.98,-7.73,-9.67,-17.4,45.54,60.72,-15.18,-25.31
321,McNeese,Southland,,13,15,70.4,71.6,-1.21,-6.45,-9.94,-6.89,-0.85,-16.73,-17.58,53.39,68,-14.61,-23.7
322,South Alabama,Sun Belt,,8,18,60.8,69.2,-8.42,-10.6,-5.29,-7.65,-9.34,-8.3,-17.64,40.16,55.29,-15.13,-27.8
323,Illinois-Chicago,Horizon,,2,25,53,67.6,-14.56,-10.97,-3.16,-6.39,-11.12,-6.59,-17.72,44.77,65.62,-20.85,-27.66
324,Detroit Mercy,Horizon,,1,27,55.7,69.1,-13.36,-9.16,-4.54,-8.01,-9.67,-8.22,-17.89,44.65,64.5,-19.85,-27.15
325,New Hampshire,AmEast,,7,21,53,60.8,-7.79,-13.32,-8.04,-1.95,-13.74,-4.18,-17.93,45.37,65.11,-19.74,-26.62
326,Canisius,MAAC,,6,25,57.8,68.6,-10.74,0.73,-7.51,-14.03,-8.39,-9.86,-18.25,52.19,73.17,-20.98,-27.92
327,Sacred Heart,NEC,,8,17,58,63.9,-5.88,-16.41,-12.59,-3.35,-11.45,-7.02,-18.47,46.67,67.85,-21.18,-26.14
328,Northwestern State,Southland,,12,14,63.7,63.5,0.15,-11.33,-13.77,-7.44,-9.61,-8.99,-18.59,37.58,52.46,-14.88,-28.44
329,Brown,Ivy,,6,20,56.7,67.3,-10.65,-7.45,-5.23,-12.44,-10.12,-8.56,-18.67,45.31,65.22,-19.91,-28.68
330,Portland State,Big Sky,,5,24,59.5,71.9,-12.38,-15.53,-3.57,-0.2,-9.07,-9.68,-18.75,43.68,63.93,-20.26,-27.52
331,UNC Wilmington,CAA,,3,26,54.5,68.6,-14.1,-8.17,-3.87,-8.45,-11.25,-7.55,-18.8,48.55,69.29,-20.74,-27.55
332,East Tennessee State,Southern,,6,22,55.4,68,-12.68,-14.97,-6.54,-1.14,-11.19,-8.03,-19.22,46.33,66.14,-19.81,-28.23
333,Saint Francis (PA),NEC,,8,22,54.2,65.9,-11.63,-8.97,-8,-11.94,-13.09,-6.54,-19.63,50.02,73.28,-23.26,-30.28
334,UNC Asheville,Big South,,10,22,61.5,66.4,-4.88,-10.69,-12.02,-7.56,-10.12,-10.33,-20.45,44.48,63.92,-19.45,-29.95
335,Bellarmine,A-Sun,,4,24,60.8,73.6,-12.82,-2.67,-3.78,-15.12,-8.03,-12.48,-20.51,43.29,63.36,-20.07,-30.02
336,Bryant,NEC,,10,22,56.5,63.3,-6.78,-9.41,-11.05,-11.82,-13.54,-7.06,-20.6,43.43,66.04,-22.61,-29.86
337,Central Connecticut State,NEC,,6,20,58.3,67.7,-9.38,-13.38,-11.79,-7.99,-10.2,-10.97,-21.17,48.39,72.88,-24.49,-30.57
338,Prairie View A&M,SWAC,,13,17,61.5,68.8,-7.3,-9.1,-9.51,-8.66,-8.81,-12.35,-21.17,38.38,56.25,-17.87,-30.46
339,Dartmouth,Ivy,,3,23,47,65,-18.04,-7.23,-3.27,-12.92,-17.12,-4.19,-21.31,41.02,66.78,-25.76,-28.75
340,Maryland-Baltimore County,AmEast,,3,23,54.1,65.3,-11.23,-5.03,-8.3,-10.87,-12.99,-8.83,-21.82,45.78,70.96,-25.18,-31.89
341,Louisiana-Monroe,Sun Belt,,4,25,58,70.1,-12.1,-15.1,-6.3,-4.19,-11.83,-10.31,-22.15,38.27,59.52,-21.26,-30.51
342,Bethune-Cookman,SWAC,,6,21,60,71.2,-11.22,-5.07,-9.28,-15.33,-10.81,-11.75,-22.56,38.75,59.88,-21.13,-31.25
343,Radford,Big South,,7,23,58.5,67.2,-8.73,-5.55,-10.17,-9.7,-12.61,-10.02,-22.63,40.79,62.75,-21.97,-29.79
344,Western Carolina,Southern,,7,23,52.2,60.1,-7.9,-11.23,-10.54,-9.39,-17.86,-5.72,-23.58,33.72,57.18,-23.47,-33.81
345,New Orleans,Southland,,5,18,54.4,68.6,-14.17,-10.74,-8.81,-11.54,-13.23,-10.63,-23.86,39.38,61.35,-21.97,-30.36
346,Nicholls State,Southland,,4,22,59.3,72.1,-12.77,-16.9,-8.64,-4.17,-9.74,-14.36,-24.09,38.9,61.07,-22.17,-33.06
347,North Carolina Central,MEAC,,5,20,61.6,68.4,-6.72,-10.45,-11.48,-6.43,-10.5,-14.11,-24.61,35.96,58.92,-22.97,-33.62
348,Morehead State,OVC,,1,27,52.5,72.9,-20.43,-11,-2.93,-6.71,-14.39,-10.43,-24.82,40.55,69.96,-29.41,-35.41
349,Mississippi Valley State,SWAC,,4,22,63.7,77.2,-13.5,-2.76,-11.8,-16.69,-7.44,-17.86,-25.3,41.77,67.25,-25.48,-34.32
350,Hartford,AmEast,,4,26,54.1,71.6,-17.5,-11.27,-8.34,-10.94,-11.41,-14.43,-25.84,43.4,73.07,-29.67,-32.88
351,Florida A&M,SWAC,,3,25,54,73.7,-19.68,-12.47,-9.35,-11.69,-16.11,-13.17,-29.27,38.98,71.04,-32.06,-32.92
352,Winthrop,Big South,,6,24,51.6,68.5,-16.83,-19.63,-11.41,-5.06,-17.04,-12.29,-29.34,32.64,62.54,-29.9,-32.29
353,Alcorn State,SWAC,,3,22,51.9,71.4,-19.44,-21.91,-8.64,-0.45,-19.01,-11.09,-30.1,35.32,68.28,-32.96,-36.04
354,South Carolina State,MEAC,,4,25,50.4,71.1,-20.69,-12.91,-10.58,-12.28,-18.93,-12.34,-31.26,32.72,66.96,-34.25,-37.67
355,Charleston Southern,Big South,,2,27,49.5,71.6,-22.07,-13.53,-9.65,-14.76,-19.53,-12.69,-32.22,32.79,67.64,-34.85,-40.57
356,Delaware State,MEAC,,0,24,46.8,76,-29.29,-25.94,-10.7,-3.01,-22.16,-17.83,-39.99,35.54,84.63,-49.09,-37.29
