,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
227,George Mason,CAA,,9,21,54.5,61.4,-6.9,,0.1,,-7.81,1.01,-6.81,57.61,63.54,-5.93
228,Radford,Big South,,16,14,61.4,58.3,3.07,,-9,,-5.47,-1.4,-6.87,53.98,57.8,-3.82
229,Stephen F. Austin,Southland,,14,17,61.5,61.7,-0.16,,-6.05,,-3.75,-3.19,-6.94,54.11,58.73,-4.62
230,Marshall,CUSA,,9,21,55.4,61,-5.67,,-1.43,,-7.34,0.24,-7.1,59.95,66.05,-6.1
231,Nicholls State,Southland,,19,11,65.7,64.5,1.17,,-8.33,,-0.52,-6.64,-7.16,61.25,66.02,-4.77
232,Campbell,Big South,,20,11,66.6,61.9,4.74,,-8.86,,-1.12,-6.09,-7.2,54.8,59.56,-4.76
233,Bucknell,Patriot,,15,16,56,57,-1,,-6.44,,-7.43,-0.02,-7.44,55.16,61.7,-6.54
234,Pepperdine,WCC,,5,23,54.9,67.9,-13.04,,5.59,,-4.8,-2.65,-7.44,56.07,61.93,-5.87
235,UC Irvine,Big West,,9,21,53.9,61.3,-7.43,,-0.08,,-8.41,0.9,-7.51,56.75,63.56,-6.81
236,New Mexico State,WAC,,15,16,62.2,64.1,-1.87,,-5.67,,-4.35,-3.19,-7.54,60.47,66.74,-6.27
237,Northern Kentucky,A-Sun,,15,13,62.7,62.3,0.43,,-8.08,,-3.16,-4.5,-7.65,60.08,66.36,-6.28
238,Milwaukee,Horizon,,9,20,65.6,73.6,-8.03,,0.37,,2.47,-10.13,-7.66,67.12,73.92,-6.8
239,Prairie View A&M,SWAC,,17,15,59.2,58.5,0.69,,-8.46,,-7.06,-0.71,-7.77,57.76,63.32,-5.56
240,Wright State,Horizon,,12,18,64.8,71.7,-6.97,,0.01,,0.11,-7.89,-7.78,60.2,66.17,-5.97
241,Saint Francis (PA),NEC,,17,16,64.5,68.3,-3.82,,-4,,1.07,-8.89,-7.82,59.19,65.98,-6.79
242,Tennessee State,OVC,,13,15,62,64.6,-2.68,,-4.93,,-1.66,-6.17,-7.82,57.31,63.99,-6.68
243,Louisiana-Monroe,Sun Belt,,10,21,61.1,68.2,-7.06,,-0.76,,-1.96,-5.87,-7.83,56.66,62.29,-5.64
244,Portland State,Big Sky,,12,17,62.8,67.1,-4.31,,-2,,-0.54,-7.39,-7.92,55.6,61.72,-6.12
245,Coppin State,MEAC,,16,16,61.9,61.3,0.63,,-6.23,,-2.85,-5.21,-8.06,47.13,53.15,-6.03
246,Nevada,MWC,,8,23,61.3,68.9,-7.68,,0.21,,-2.61,-5.45,-8.06,53.96,60.12,-6.16
247,Towson,CAA,,12,18,56.7,63.6,-6.9,,-1.25,,-5.35,-2.8,-8.15,60.03,68.33,-8.3
248,Western Michigan,MAC,,11,20,58.7,65.4,-6.71,,-1.46,,-3.52,-4.65,-8.17,57.64,65.2,-7.56
249,Samford,Southern,,15,16,53.9,54.4,-0.48,,-6.46,,-12.17,3.94,-8.23,50.99,57.68,-6.69
250,New Hampshire,AmEast,,12,18,54.5,57,-2.57,,-5.74,,-8.9,0.6,-8.3,59.66,68.17,-8.51
251,UNC Wilmington,CAA,,5,26,53.5,64.2,-10.65,,2.25,,-7.16,-1.24,-8.4,57.47,65.77,-8.3
252,Texas Southern,SWAC,,20,12,61,59.3,1.75,,-10.22,,-5.9,-2.57,-8.47,55.12,61.79,-6.67
253,Stony Brook,AmEast,,14,16,53,55.3,-2.27,,-6.26,,-9.79,1.27,-8.52,55.73,63.87,-8.14
254,Monmouth,NEC,,15,15,59.5,62.3,-2.8,,-5.78,,-4.63,-3.95,-8.58,58.05,65.99,-7.94
255,Boise State,MWC,,11,19,62,67.8,-5.8,,-1.46,,-1.22,-7.38,-8.6,54.73,61.33,-6.6
256,Central Arkansas,Southland,,15,15,62.6,56.5,6.17,,-8.01,,-7.82,-0.88,-8.7,49.27,55.45,-6.17
257,Purdue Fort Wayne,Summit,,13,17,62.6,66.6,-3.97,,-3.47,,-1.06,-7.66,-8.72,61.71,69.69,-7.97
258,Cornell,Ivy,,13,15,57.2,60.6,-3.46,,-4.48,,-6.23,-2.59,-8.82,56.84,65.71,-8.86
259,Canisius,MAAC,,12,19,57,59.7,-2.71,,-6.12,,-6.92,-1.92,-8.83,58.87,67.74,-8.88
260,Texas State,WAC,,10,20,69.5,70.9,-1.47,,-5.57,,2.36,-11.21,-8.85,61.76,68.62,-6.86
261,Loyola (MD),MAAC,,12,18,53.1,57.5,-4.47,,-4.52,,-9.22,0.23,-8.99,55.84,64.77,-8.93
262,Siena,MAAC,,13,18,56.6,59.9,-3.35,,-5.96,,-6.79,-2.53,-9.32,55.45,64.81,-9.36
263,Niagara,MAAC,,15,16,57.4,60.3,-2.97,,-6.39,,-5.46,-3.89,-9.35,57.46,66.93,-9.47
264,Southeast Missouri State,OVC,,11,18,59.4,63.4,-4.07,,-5.31,,-7.28,-2.1,-9.38,55.7,64.52,-8.82
265,Colgate,Patriot,,10,21,52.8,58.3,-5.52,,-3.93,,-8.39,-1.06,-9.45,54.37,63.91,-9.54
266,Dartmouth,Ivy,,6,22,52,61.7,-9.71,,0.26,,-9.19,-0.26,-9.45,56.81,67.79,-10.98
267,Mount St. Mary's,NEC,,15,16,58.5,61.1,-2.52,,-6.96,,-5.93,-3.55,-9.48,60.41,69.55,-9.14
268,Northern Arizona,Big Sky,,8,21,61.4,67.6,-6.24,,-3.25,,-2.72,-6.77,-9.49,61.03,69.94,-8.91
269,Lafayette,Patriot,,11,19,52.1,59.1,-6.97,,-2.69,,-8.84,-0.81,-9.65,52.71,62.4,-9.68
270,Troy,Sun Belt,,7,24,70.2,77.4,-7.16,,-2.56,,7.43,-17.15,-9.72,61.5,69.56,-8.06
271,Bryant,NEC,,12,18,62.6,64.9,-2.3,,-7.69,,-2.75,-7.24,-9.99,55.62,65.59,-9.97
272,Presbyterian,Big South,,19,12,54.3,56.4,-2.1,,-6.64,,-11.19,1.09,-10.09,51.72,60.33,-8.62
273,Illinois-Chicago,Horizon,,9,21,63.1,71.4,-8.27,,-1,,-0.63,-9.58,-10.21,57.37,66.37,-9.01
274,Cal State Bakersfield,Ind,,12,17,68,71.6,-3.55,,-6.74,,2.6,-12.89,-10.29,63.8,72.64,-8.84
275,Massachusetts,A-10,,3,26,56.4,68.5,-12.1,,1.79,,-3.64,-6.67,-10.31,56.81,66.86,-10.05
276,Morgan State,MEAC,,13,18,61.2,64.1,-2.87,,-8.06,,-1.84,-8.99,-10.83,53.56,64.21,-10.65
277,North Dakota State,Summit,,10,19,59.1,66.9,-7.86,,-3.06,,-4.45,-6.43,-10.88,55.4,66.08,-10.68
278,Mercer,A-Sun,,20,12,59.8,63,-3.19,,-7.48,,-6.77,-4.23,-11,54.69,65.11,-10.42
279,Louisiana,Sun Belt,,10,21,57.1,62.8,-5.71,,-2.92,,-8.75,-2.45,-11.2,49.97,60.39,-10.43
280,Robert Morris,NEC,,7,22,56,62.9,-6.97,,-4.24,,-8.14,-3.06,-11.2,57.23,69.4,-12.17
281,Rhode Island,A-10,,6,23,48.5,58.3,-9.83,,-0.13,,-14.25,2.9,-11.35,48.52,61.28,-12.76
282,St. Francis (NY),NEC,,11,19,56,59.1,-3.03,,-8.89,,-8.96,-2.97,-11.92,58.11,71.41,-13.29
283,San Jose State,WAC,,11,19,67.4,74.1,-6.73,,-4.46,,1.38,-13.46,-12.08,52.84,63.27,-10.43
284,Brown,Ivy,,9,19,52.9,59.8,-6.86,,-5.24,,-10.07,-2.03,-12.1,54.23,67.87,-13.64
285,Oakland,Summit,,9,20,56,63.7,-7.76,,-1.71,,-7.25,-4.87,-12.12,50.19,62.38,-12.19
286,Longwood,Big South,,14,19,63.9,70.3,-6.45,,-6.12,,-0.86,-11.72,-12.58,56.97,68.59,-11.62
287,Utah Valley,GWC,,15,15,62.9,61.7,1.23,,-11.54,,-7.13,-5.66,-12.79,50.83,62.31,-11.47
288,NJIT,GWC,,16,15,54,53.7,0.35,,-9.97,,-13.34,0.52,-12.83,47.92,60.67,-12.75
289,Gardner-Webb,Big South,,13,18,59.9,58.1,1.81,,-11.29,,-9.39,-4.23,-13.61,43.24,55.12,-11.88
290,Southern,SWAC,,13,17,57.2,61.3,-4.1,,-9.52,,-8.17,-5.45,-13.62,52.93,67.22,-14.29
291,Long Island University,NEC,,7,22,54.7,61.4,-6.79,,-6.95,,-9.51,-4.23,-13.74,52.75,68.7,-15.95
292,Manhattan,MAAC,,8,23,51.3,58.6,-7.29,,-6.51,,-12.15,-1.65,-13.8,52.14,68.52,-16.38
293,Florida A&M,MEAC,,11,19,61,66.7,-5.63,,-8.36,,-3.66,-10.33,-13.99,50.39,65.2,-14.81
294,Mississippi Valley State,SWAC,,17,15,62,64.6,-2.53,,-9.76,,-5.07,-9.06,-14.14,47.27,59.52,-12.25
295,Kansas City,Summit,,9,21,53.1,63.7,-10.53,,-3.94,,-10.02,-4.23,-14.25,53.91,70.44,-16.54
296,Austin Peay,OVC,,7,21,60.7,70.1,-9.43,,-3.78,,-3.9,-10.47,-14.37,53.03,67.35,-14.32
297,Furman,Southern,,12,18,59.7,67.9,-8.2,,-5.3,,-4.48,-9.96,-14.44,52.91,68.3,-15.39
298,Wofford,Southern,,8,21,56.1,62.5,-6.41,,-8.15,,-8.5,-6.06,-14.56,49.02,64.92,-15.9
299,Southern Illinois,MVC,,5,26,60.8,74.5,-13.71,,-0.88,,-2.09,-12.5,-14.59,57.27,72.66,-15.39
300,Ohio,MAC,,6,23,54.8,67.4,-12.62,,-2.43,,-8.55,-6.5,-15.05,52.62,69.88,-17.27
301,North Florida,A-Sun,,12,19,51.8,58.5,-6.74,,-8.5,,-14.26,-0.99,-15.24,51.23,68.22,-16.99
302,Binghamton,AmEast,,6,24,51.1,61.3,-10.27,,-4.99,,-11.54,-3.72,-15.26,49.89,67.94,-18.05
303,East Tennessee State,A-Sun,,8,18,63.5,72.6,-9.15,,-6.67,,-1.75,-14.08,-15.82,55.51,72.55,-17.04
304,Northwestern State,Southland,,12,18,53.6,61.5,-7.83,,-7.45,,-12.72,-3.11,-15.83,51.53,68.44,-16.91
305,Vermont,AmEast,,10,21,51,61.5,-10.55,,-5.31,,-11.45,-4.41,-15.86,49.15,67.67,-18.52
306,FDU,NEC,,12,17,57.4,65.2,-7.79,,-8.09,,-7.21,-8.67,-15.88,53.94,72,-18.06
307,Morehead State,OVC,,9,21,56,65.6,-9.57,,-5.48,,-9.6,-6.3,-15.9,53.03,71.06,-18.02
308,Alabama A&M,SWAC,,9,20,57.7,64.1,-6.41,,-9.02,,-9.31,-6.75,-16.06,52.09,68.5,-16.41
309,Jacksonville,A-Sun,,11,19,63,69.6,-6.6,,-9.5,,-3.5,-12.6,-16.1,51.58,69.41,-17.84
310,South Carolina Upstate,A-Sun,,12,18,59.1,65.4,-6.37,,-7.76,,-7.13,-9.18,-16.31,49.15,67,-17.85
311,Delaware State,MEAC,,10,21,56.2,63.9,-7.71,,-5.23,,-7.92,-8.44,-16.37,47.55,65.11,-17.55
312,Air Force,MWC,,4,26,56.6,71.6,-15.07,,-1.32,,-5.78,-10.6,-16.39,50.64,68.62,-17.99
313,Georgia Southern,Southern,,8,23,53.3,62.9,-9.65,,-6.97,,-11.35,-5.27,-16.62,49.65,69.13,-19.48
314,Maryland-Eastern Shore,MEAC,,8,20,52.8,59.8,-7.04,,-9.58,,-12.62,-4.4,-17.02,40.92,59.73,-18.81
315,Jackson State,SWAC,,12,16,60.2,64.5,-4.32,,-12.76,,-6.85,-10.23,-17.09,49.01,66.76,-17.75
316,Maine,AmEast,,4,24,55.2,69,-13.75,,-3.37,,-6.77,-10.35,-17.12,52.89,72.79,-19.9
317,Bethune-Cookman,MEAC,,12,17,52.6,56.9,-4.31,,-11.02,,-13.66,-3.62,-17.28,35.58,53.68,-18.1
318,Coastal Carolina,Big South,,13,16,57,60.9,-3.9,,-9.75,,-10.95,-6.41,-17.36,41.25,58.1,-16.86
319,UT Arlington,WAC,,7,23,58.8,71.8,-13,,-4.47,,-7.56,-9.91,-17.47,52.26,70.51,-18.25
320,UNC Greensboro,Southern,,8,23,57.2,68.5,-11.35,,-6.27,,-6.87,-10.75,-17.62,50.53,69.79,-19.26
321,Maryland-Baltimore County,AmEast,,10,20,54.7,65.3,-10.57,,-5.4,,-8.38,-9.27,-17.64,51.52,72.03,-20.51
322,Western Carolina,Southern,,7,23,50.6,60,-9.4,,-8.3,,-14.68,-3.02,-17.7,50.39,71.81,-21.42
323,Norfolk State,MEAC,,7,22,54.8,65.3,-10.52,,-6.85,,-9.73,-8.15,-17.88,45.13,64.78,-19.65
324,Southeastern Louisiana,Southland,,11,18,64,71.4,-7.41,,-8.01,,-3.54,-14.36,-17.89,50.58,67.89,-17.31
325,Texas-Rio Grande Valley,GWC,,12,16,59.7,63.6,-3.93,,-12.41,,-9.54,-8.87,-18.41,42.67,60.34,-17.66
326,Arkansas-Pine Bluff,SWAC,,13,18,58.4,63.5,-5.16,,-12.37,,-9.36,-9.73,-19.09,46.11,65.34,-19.23
327,Texas A&M-Corpus Christi,Southland,,4,25,49.7,64,-14.31,,-4.86,,-14.59,-4.58,-19.17,45.84,67.87,-22.03
328,Kennesaw State,A-Sun,,7,24,51.4,61.5,-10.06,,-9.3,,-15.77,-3.6,-19.36,46.27,69.76,-23.49
329,Charleston Southern,Big South,,8,20,60.8,68.2,-7.46,,-8.44,,-7.73,-11.83,-19.56,45.91,64.96,-19.05
330,Grambling,SWAC,,9,23,60,71.9,-11.91,,-7.79,,-5.49,-14.2,-19.69,53.7,73.68,-19.98
331,Savannah State,MEAC,,7,23,49.9,60.9,-10.93,,-5.35,,-14.65,-5.1,-19.76,0.02,7.86,-7.85
332,Columbia,Ivy,,5,23,48,61.8,-13.86,,-6.17,,-16.15,-3.88,-20.03,44.55,69.52,-24.97
333,Alabama State,SWAC,,9,21,56.7,62.7,-6,,-11.28,,-12.41,-8.45,-20.85,43.04,65.13,-22.09
334,Weber State,Big Sky,,0,29,52.9,74,-21.1,,-0.57,,-9.65,-12.02,-21.67,46.8,70.6,-23.81
335,Alcorn State,SWAC,,2,26,49,62,-13.04,,-8.8,,-17.98,-3.85,-21.83,41.48,66.11,-24.63
336,Saint Peter's,MAAC,,2,28,53,69,-16.03,,-5.8,,-9.49,-12.34,-21.83,49.26,75.16,-25.9
337,Jacksonville State,OVC,,1,27,56.4,70.6,-14.21,,-7.33,,-9.09,-12.8,-21.89,46.83,71.27,-24.44
338,Kent State,MAC,,3,27,50.1,68.5,-18.37,,-3.59,,-13.17,-8.79,-21.96,45.79,73.13,-27.34
339,Houston Christian,GWC,,7,24,60.3,68.1,-7.81,,-12.94,,-8.44,-15.54,-23.98,44.23,69.64,-25.42
340,Lipscomb,A-Sun,,3,26,50.6,68.6,-18,,-6.74,,-14.76,-9.98,-24.74,45.34,76.43,-31.09
341,Wagner,NEC,,3,26,51.2,69.4,-18.21,,-6.59,,-13.08,-11.72,-24.8,48.1,79.61,-31.51
342,North Carolina Central,MEAC,,2,28,38.3,56.1,-17.77,,-7.68,,-26.16,0.71,-25.45,31.47,65.34,-33.87
343,UNC Asheville,Big South,,2,28,50.6,66.3,-15.63,,-7.7,,-16.38,-9.82,-26.2,40.92,70.84,-29.91
344,New Orleans,Ind,,3,23,54.3,71,-16.77,,-11.46,,-15.58,-13.73,-29.3,40.93,74.48,-33.55
345,Chicago State,GWC,,4,26,48.4,71.3,-22.83,,-7.15,,-18.44,-13.75,-32.19,36.43,73.05,-36.61
