,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
229,Illinois-Chicago,Horizon,,10,20,59,65.7,-6.7,,2.36,,-4.31,-0.03,-4.34,71.71,80.25,-8.54
230,Morehead State,OVC,,11,19,59.3,62.8,-3.5,,-0.14,,-6.8,2.25,-4.56,70.91,79.49,-8.58
231,Elon,Southern,,12,20,59.6,60.3,-0.66,,-0.85,,-6.98,2.24,-4.74,72.7,81.71,-9.01
232,Kent State,MAC,,9,21,63.1,68.8,-5.67,,2.13,,-0.86,-3.9,-4.76,76.05,84.89,-8.84
233,Morgan State,MEAC,,19,12,65.7,61.7,3.97,,-5.9,,-1.43,-3.33,-4.76,72.27,80.14,-7.87
234,Dartmouth,Ivy,,15,16,54.3,57.4,-3.1,,-1.81,,-10.32,5.42,-4.9,73.27,82.48,-9.21
235,Wichita State,MVC,,9,22,54.8,65.7,-10.87,,5.92,,-6.79,1.84,-4.95,70.68,80.8,-10.12
236,Utah State,WAC,,9,20,58.4,64,-5.59,,0.19,,-7.85,2.79,-5.06,73.78,83.37,-9.59
237,Central Michigan,MAC,,6,23,66.3,74.3,-7.97,,2.77,,3.3,-8.5,-5.2,80.71,90.74,-10.03
238,Chicago State,Ind,,16,13,64.3,65.4,-1.07,,0.53,,-4.92,-0.34,-5.25,71.71,81.03,-9.33
239,High Point,Big South,,15,15,64.2,65.7,-1.5,,-0.53,,0.21,-5.66,-5.45,77.07,87.16,-10.09
240,Memphis,CUSA,,10,20,66.5,74.3,-7.87,,1.93,,2.71,-8.16,-5.45,77.58,86.29,-8.71
241,Maryland-Baltimore County,AmEast,,9,21,58.9,66.4,-7.53,,1.75,,-3.16,-2.4,-5.56,82.4,93.11,-10.71
242,Hofstra,CAA,,5,25,55.7,65.5,-9.73,,4.11,,-5.31,-0.32,-5.63,72.79,83.04,-10.26
243,Coastal Carolina,Big South,,16,12,56.9,54.4,2.46,,-2.35,,-10.35,4.71,-5.64,63.75,75.87,-12.12
244,Niagara,MAAC,,8,22,61.3,67.5,-6.2,,0.54,,-2.52,-3.14,-5.66,74.75,84.93,-10.18
245,Furman,Southern,,10,20,60.7,65.8,-5.17,,0.11,,-4.02,-1.7,-5.72,79.22,89.67,-10.45
246,Pacific,Big West,,14,16,69.4,70,-0.6,,-3.84,,2.74,-8.51,-5.77,78.12,87.63,-9.51
247,Louisiana,Sun Belt,,8,22,59.6,67.9,-8.33,,4.35,,-1.44,-4.43,-5.86,69.8,79.59,-9.8
248,Tennessee Tech,OVC,,8,22,60.8,65.7,-4.83,,-1.44,,-4.53,-1.74,-6.27,74.31,85.45,-11.14
249,George Mason,CAA,,9,21,54.8,64.9,-10.1,,4.24,,-5.92,-0.46,-6.38,73.58,84.87,-11.29
250,Long Beach State,Big West,,9,20,59.3,65.5,-6.17,,-0.23,,-5.79,-0.72,-6.51,75.54,86.34,-10.8
251,Akron,MAC,,7,24,62.2,72.5,-10.35,,3.76,,-1.12,-5.48,-6.6,77.9,89.18,-11.28
252,Loyola (IL),Horizon,,8,23,60.9,68.9,-8.06,,2.18,,-2.59,-4.07,-6.66,79.58,91.48,-11.91
253,Monmouth,NEC,,11,20,62.7,66.1,-3.39,,-2.63,,-1.96,-4.74,-6.7,76.73,88.01,-11.28
254,South Carolina State,MEAC,,13,17,62.8,62,0.87,,-7.12,,-5.12,-1.6,-6.71,66.78,76.84,-10.06
255,Rider,MAAC,,8,22,59.1,66.2,-7.1,,0.14,,-4.57,-2.38,-6.96,76.78,89.33,-12.56
256,Florida Atlantic,Sun Belt,,6,22,59.2,68.7,-9.46,,3.96,,-2.71,-4.4,-7.12,69.95,81.72,-11.77
257,Georgia State,CAA,,8,22,57.5,67.2,-9.7,,2.47,,-4.45,-2.78,-7.23,71.99,84.32,-12.34
258,Cal State Fullerton,Big West,,11,19,63,70.4,-7.33,,-0.06,,-2.24,-5.04,-7.27,77.63,89.62,-11.98
259,Lafayette,Patriot,,14,16,57.9,58.4,-0.5,,-6.47,,-6.52,-0.75,-7.27,74.84,87.75,-12.9
260,Lamar,Southland,,19,13,63.8,62.3,1.5,,-4.35,,-4.97,-2.37,-7.35,74.09,86.21,-12.12
261,Belmont,A-Sun,,14,16,61.7,64.9,-3.17,,-1.75,,-3.71,-3.67,-7.38,76.02,88.13,-12.11
262,Tennessee State,OVC,,13,17,65.7,68.9,-3.17,,-3.45,,-0.47,-7.01,-7.48,73.19,86.14,-12.95
263,FDU,NEC,,13,17,57.6,60.8,-3.2,,-3.76,,-7.85,0.33,-7.52,68.79,81.46,-12.68
264,Southeastern Louisiana,Southland,,12,17,63.7,63,0.76,,-7.36,,-4.18,-3.43,-7.61,75.48,88.64,-13.15
265,Washington State,Pac-10,,5,25,51.8,68.7,-16.93,,9.22,,-7.02,-0.7,-7.72,72.4,85.87,-13.46
266,Colorado State,MWC,,4,28,54,68.4,-14.38,,6.61,,-5.23,-2.54,-7.77,74.14,88.24,-14.1
267,Stony Brook,AmEast,,8,23,56.5,65.1,-8.55,,0.67,,-6.57,-1.31,-7.88,68.68,81.78,-13.11
268,Yale,Ivy,,9,18,63.6,70.2,-6.59,,-1.4,,-0.8,-7.26,-8.06,75.02,87.65,-12.64
269,Texas-Rio Grande Valley,Ind,,11,18,55.1,61.2,-6.1,,-1.23,,-9.93,1.19,-8.73,68.39,84,-15.61
270,Northwestern State,Southland,,15,15,67.3,65.4,1.87,,-6.08,,-2.14,-6.6,-8.74,69.67,84.32,-14.65
271,Florida A&M,MEAC,,14,17,61.5,62.2,-0.65,,-4.69,,-6.56,-2.32,-8.88,67.44,81.35,-13.91
272,Jackson State,SWAC,,18,14,58.3,60.8,-2.59,,-6.39,,-7.83,-1.16,-8.98,67.08,81.44,-14.36
273,Northern Arizona,Big Sky,,10,20,63.5,71.8,-8.37,,-0.1,,-2.85,-6.15,-9,74.96,89.55,-14.59
274,Gardner-Webb,A-Sun,,13,18,62.6,64.6,-1.97,,-5.72,,-1.76,-7.4,-9.16,73.6,88.03,-14.43
275,Maine,AmEast,,7,23,57.4,67.4,-10,,0.8,,-4.86,-4.34,-9.2,75.08,90.13,-15.05
276,UC Irvine,Big West,,7,24,64.6,72.3,-7.68,,-1.28,,-1.31,-7.94,-9.25,74.14,87.95,-13.81
277,UNC Asheville,Big South,,12,18,61.7,66.3,-4.57,,-2.19,,-2.08,-7.19,-9.27,70.91,85.99,-15.08
278,Texas A&M-Corpus Christi,Southland,,12,20,57.9,64.2,-6.25,,-2.78,,-7.84,-1.51,-9.35,70.86,86.42,-15.56
279,Appalachian State,Southern,,8,22,62.9,72,-9.1,,0.98,,-1.22,-8.22,-9.44,73.51,88.13,-14.63
280,Wofford,Southern,,10,21,61,67.7,-6.74,,-0.03,,-3.07,-6.6,-9.67,64.65,79.65,-15
281,Columbia,Ivy,,10,18,60.1,64.8,-4.75,,-4.33,,-4.36,-5.43,-9.79,73.73,90.23,-16.51
282,Princeton,Ivy,,7,23,60.3,69,-8.63,,-0.55,,-1.87,-7.98,-9.86,79.68,95.87,-16.19
283,Jacksonville State,OVC,,11,19,65.8,73.2,-7.43,,-2.48,,1.24,-11.28,-10.03,77.82,93.97,-16.15
284,Detroit Mercy,Horizon,,6,24,54.1,66.1,-12.07,,1.74,,-9.78,-0.55,-10.33,66.8,83.74,-16.94
285,New Hampshire,AmEast,,7,22,58.4,68.1,-9.62,,-0.72,,-4.97,-5.38,-10.34,72.54,89.09,-16.55
286,Alabama A&M,SWAC,,14,14,61.9,64.3,-2.36,,-8.09,,-5.64,-4.81,-10.44,70.84,86.78,-15.95
287,Southern Utah,Summit,,6,24,50.6,68.2,-17.53,,5.61,,-10.27,-0.45,-10.72,58.79,80.91,-22.13
288,Mount St. Mary's,NEC,,8,22,57.9,66.5,-8.63,,-2.42,,-5.78,-5.19,-10.97,74.57,91.72,-17.15
289,St. Francis (NY),NEC,,10,20,55.1,61.4,-6.3,,-4.49,,-10.41,-0.74,-11.14,73.12,91.39,-18.27
290,UNC Greensboro,Southern,,7,24,53.1,64.3,-11.16,,1.54,,-10.7,-0.45,-11.15,66.47,84.58,-18.11
291,Austin Peay,OVC,,6,23,57.4,66.9,-9.55,,-0.89,,-7.98,-3.23,-11.21,70.16,88.4,-18.24
292,Campbell,A-Sun,,12,18,58.7,62.3,-3.53,,-6.92,,-10.72,-0.56,-11.28,66.94,84.43,-17.49
293,Lipscomb,A-Sun,,10,22,59.7,66.6,-6.94,,0.06,,-7.26,-4.53,-11.79,70.65,88.68,-18.04
294,Southern,SWAC,,12,16,55.8,58.2,-2.46,,-9.41,,-12.58,0.71,-11.87,61.52,79.24,-17.72
295,Arkansas-Pine Bluff,SWAC,,12,19,62.8,69.2,-6.45,,-5.43,,-3.45,-8.92,-12.36,70.35,88.84,-18.49
296,San Jose State,WAC,,3,28,59.6,71.6,-12,,-0.74,,-5.23,-7.15,-12.37,69.88,88.48,-18.6
297,Fordham,A-10,,0,29,51.7,68.2,-16.45,,3.96,,-9.07,-3.79,-12.86,67.64,87.69,-20.05
298,Eastern Washington,Big Sky,,4,25,62.8,72.8,-10.03,,-1.05,,-4.33,-8.64,-12.97,76.06,96.43,-20.37
299,Navy,Patriot,,7,23,52.3,61.3,-8.93,,-4.08,,-11.81,-1.2,-13.02,66.38,87.51,-21.13
300,Tennessee-Martin,OVC,,5,25,53.9,64.6,-10.63,,-1.85,,-12.05,-1.24,-13.3,70.81,93.77,-22.96
301,Wagner,NEC,,7,22,54.6,65.1,-10.52,,-2.57,,-9.96,-3.46,-13.42,65.39,85.76,-20.38
302,Idaho,WAC,,4,25,54,67.5,-13.48,,-0.32,,-12.24,-1.34,-13.58,65.58,86.54,-20.97
303,Alcorn State,SWAC,,12,18,56,59.6,-3.63,,-10.36,,-11.63,-2.01,-13.64,67.73,88.37,-20.63
304,Pennsylvania,Ivy,,7,22,56.2,67.3,-11.17,,-2.72,,-7.27,-6.62,-13.89,74.21,97.07,-22.86
305,Saint Francis (PA),NEC,,6,23,55,67,-11.93,,-1.38,,-9.74,-4.35,-14.09,73.66,94.92,-21.27
306,Stetson,A-Sun,,9,21,54.5,62.7,-8.17,,-3.8,,-11.55,-2.75,-14.3,61.33,83.18,-21.86
307,Sacramento State,Big Sky,,6,22,60.7,76.8,-16.07,,1.4,,-5.2,-9.48,-14.67,74.76,97.72,-22.96
308,Alabama State,SWAC,,12,18,59.9,66.5,-6.6,,-7.15,,-6.52,-8.66,-15.18,68.32,90.33,-22.01
309,Nicholls State,Southland,,6,21,60.1,69.1,-9.04,,-4.85,,-7.82,-7.95,-15.77,63.97,90.46,-26.49
310,Mississippi Valley State,SWAC,,14,16,60.8,62.1,-1.27,,-9.23,,-9.32,-6.52,-15.84,66.44,89.84,-23.4
311,Texas Southern,SWAC,,8,20,52.9,61.3,-8.39,,-7.52,,-14.39,-1.98,-16.38,61.22,86.13,-24.91
312,Charleston Southern,Big South,,8,22,58.9,71.7,-12.8,,-0.91,,-5.48,-11.31,-16.79,63.65,90.61,-26.96
313,Central Connecticut State,NEC,,4,25,55.1,69.6,-14.48,,-2.92,,-8.56,-8.44,-17,68.85,94.18,-25.32
314,Mercer,A-Sun,,4,26,57.9,72.5,-14.57,,-0.84,,-7.06,-9.95,-17.01,68.34,93.19,-24.85
315,McNeese,Southland,,10,21,59.3,72.5,-13.23,,-2.78,,-6.91,-10.46,-17.37,69.12,95.3,-26.17
316,Cal State Northridge,Big West,,1,26,56.3,72.8,-16.56,,0.34,,-9.98,-7.43,-17.42,64.79,89.2,-24.4
317,Bethune-Cookman,MEAC,,6,24,53.9,64.8,-10.93,,-4.72,,-13.59,-5.7,-19.28,61.29,89.24,-27.95
318,Brown,Ivy,,2,26,47.2,66.3,-19.11,,-1.78,,-16.99,-3.89,-20.89,59.41,91.31,-31.91
319,Norfolk State,MEAC,,5,23,59.2,73.7,-14.5,,-3.41,,-5.35,-16.87,-22.22,61.03,89.62,-28.58
320,Howard,MEAC,,4,26,64.5,81.1,-16.63,,-3.71,,-1.86,-20.89,-22.74,65.93,94.08,-28.14
321,Sam Houston,Southland,,1,28,56.4,81.3,-24.9,,2.07,,-7.12,-15.96,-23.08,60.38,91.51,-31.14
322,Grambling,SWAC,,2,26,55.9,71.1,-15.14,,-7.56,,-10.02,-15.17,-25.19,60.29,95.26,-34.97
323,Colgate,Patriot,,1,29,44.7,70.3,-25.63,,-0.42,,-17.61,-9.98,-27.59,60.22,103.22,-43
324,Cal State Bakersfield,Ind,,12,17,72.8,74.2,-1.48,,-4.89,,-9.65,-21.24,-30.89,57.05,99.03,-41.98
325,Centenary (LA),Summit,,4,25,52.7,80.9,-28.11,,-1.47,,-12.5,-19.13,-31.63,50.08,92.71,-42.63
326,Central Arkansas,Southland,,7,22,63.5,76.9,-13.45,,-8.19,,-20.1,0.26,-19.84,52.91,83.2,-30.28
327,Florida Gulf Coast,A-Sun,,22,9,65.4,58.3,7.13,,-6.95,,-9.3,-11.08,-20.39,56.52,85.26,-28.74
328,Kennesaw State,A-Sun,,16,12,65.4,62.4,3.04,,-5.94,,-19.17,-1.25,-20.43,45.66,77.36,-31.7
329,NJIT,Ind,,10,19,60.7,64.2,-3.45,,-10.29,,-11.2,-9.62,-20.82,60.22,90.21,-29.98
330,North Dakota State,Summit,,17,11,71,65.3,5.79,,-5.61,,-18.59,-2.8,-21.39,53.63,86.14,-32.51
331,North Florida,A-Sun,,13,16,50.9,55.1,-4.21,,-10.35,,-21.34,-0.09,-21.43,15.25,36.07,-20.83
332,Presbyterian,Ind,,2,24,50.1,74.6,-24.5,,-10.83,,-9.68,-12.31,-21.98,58.59,88.62,-30.03
333,Savannah State,Ind,,14,15,53.8,67.6,-13.74,,-8.91,,-16.9,-5.67,-22.57,54.73,87.74,-33.01
334,South Carolina Upstate,A-Sun,,5,24,55,71.3,-16.28,,-10.42,,-10.13,-12.58,-22.7,61.93,94.78,-32.85
335,South Dakota State,Summit,,23,7,72.5,59.9,12.63,,-8.24,,-13.1,-9.8,-22.9,47.96,81.22,-33.25
336,Utah Valley,Ind,,16,12,74.1,73.9,0.25,,-10.41,,-12.92,-10.49,-23.41,51.48,83.99,-32.51
