,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,Adjusted
194,Southern Illinois,MVC,,11,20,65.6,68.5,-2.84,0.13,-1.48,-3.95,-2.11,-2.21,-4.32,85.98,92.05,-6.07,-5.39
195,Wright State,Horizon,,18,15,70.2,70.8,-0.61,0.93,-1.85,-1.02,2.53,-6.99,-4.46,92.08,98.56,-6.48,-5.8
196,Wofford,Southern,,17,13,66.6,61.1,5.5,1.97,-6.31,-3.08,-0.59,-3.91,-4.5,90.64,97.02,-6.38,-5.84
197,Austin Peay,A-Sun,,17,16,62.3,60.2,2.09,4.13,-5.98,-3.81,-7.54,3.03,-4.52,84.99,91,-6.01,-5.81
198,Long Beach State,Big West,,15,18,67.9,69.5,-1.55,4.81,-2.3,-5.42,3,-7.53,-4.52,86.69,93.3,-6.61,-5.78
199,Loyola Marymount,WCC,,11,19,60.4,65.3,-4.97,-3.09,2.24,-0.99,-4.15,-0.43,-4.58,89.43,96.99,-7.56,-6.22
200,Florida Atlantic,AAC,,11,19,61,65.6,-4.6,-2.97,0.73,-1.53,-5,0.35,-4.65,88.36,95.39,-7.03,-6.18
201,Georgia State,Sun Belt,,15,15,69.8,68.5,1.27,-9.65,-3.22,5.09,0.37,-5.06,-4.69,90.2,97.14,-6.94,-6.83
202,Delaware,CAA,,11,20,67.4,66.5,0.97,2.37,-5.69,-5.22,1.18,-5.9,-4.73,87.07,94.35,-7.28,-6.87
203,UT Arlington,WAC,,17,16,69.9,71.6,-1.76,2.53,-3,-7.19,2.03,-6.79,-4.76,90.96,96.97,-6.01,-7.17
204,Mercer,Southern,,15,17,64.8,64.3,0.44,-3.61,-5.26,0.44,-1.04,-3.79,-4.83,89.29,95.94,-6.64,-6.42
205,Milwaukee,Horizon,,16,16,66.2,62.7,3.5,3.91,-5.85,-4.84,-4.29,-0.59,-4.88,90.18,96.89,-6.71,-7.01
206,Arkansas-Pine Bluff,SWAC,,17,16,73,67.8,5.21,5.16,-6.12,-9.22,2.78,-7.71,-4.93,88.47,95.75,-7.28,-6.27
207,New Mexico State,CUSA,,13,18,60.5,61.5,-1.03,2.61,-2.72,-3.08,-6.95,1.99,-4.95,84.78,91.62,-6.84,-7.36
208,UC Riverside,Big West,,18,14,58.4,58.3,0.09,0.82,-3.29,-2.74,-8.22,3.19,-5.02,82.56,90.01,-7.45,-7.26
209,Utah Tech,WAC,,18,14,73.2,68.3,4.88,-3.06,-5.88,0.41,1.45,-6.53,-5.08,92.77,100.1,-7.34,-7.48
210,Texas State,Sun Belt,,14,18,64.9,63.5,1.41,2.66,-3.96,-3.26,-5.25,0.13,-5.12,87.81,95.03,-7.22,-7.85
211,Idaho State,Big Sky,,11,19,59.5,61.7,-2.2,-4.68,-1.81,-0.01,-6.78,1.34,-5.44,84.11,92.03,-7.91,-8.02
212,East Tennessee State,Southern,,18,12,59.4,55.6,3.8,5.36,-7.86,-6.3,-8.98,3.51,-5.47,86.11,93.35,-7.24,-8.85
213,Colgate,Patriot,,20,14,61.8,55.7,6.12,0.53,-9.57,-6.21,-6.69,1.15,-5.54,88.08,96.03,-7.95,-8.86
214,Niagara,MAAC,,21,14,70.8,70.1,0.69,0.24,-6.24,-4.43,4.12,-9.68,-5.55,84.1,92.55,-8.45,-8.52
215,UC Santa Barbara,Big West,,16,15,64.9,62.7,2.23,-0.39,-4.76,-2.7,-3.41,-2.24,-5.66,89.35,97.86,-8.5,-7.67
216,Siena,MAAC,,18,12,68.4,63.9,4.5,-1.26,-10.17,-1.59,0.53,-6.2,-5.67,87.97,96.55,-8.58,-8.96
217,Lipscomb,A-Sun,,17,13,67.9,66.1,1.8,5.15,-4.99,-7.67,-1.3,-4.44,-5.74,87.86,95.55,-7.69,-8.91
218,Campbell,CAA,,17,14,60.8,55.1,5.71,6.19,-7.09,-10.22,-9.57,3.69,-5.88,86.02,94.35,-8.33,-9.19
219,UTEP,CUSA,,12,19,67,71.5,-4.48,3.43,-0.27,-7.06,1.7,-7.62,-5.92,92.74,100.92,-8.18,-9.02
220,UNC Greensboro,Southern,,21,12,63.4,56.2,7.27,10.84,-7.99,-10.63,-6.56,0.37,-6.19,87.96,96.14,-8.19,-10.98
221,Coastal Carolina,Sun Belt,,12,21,66.6,71.4,-4.79,-6.27,-0.58,1.47,-0.3,-5.96,-6.27,87.38,96.25,-8.87,-10.28
222,Georgia Southern,Sun Belt,,15,18,72.3,70.4,1.88,-0.33,-5,-3.6,1.34,-7.64,-6.29,84.09,93.74,-9.66,-8.71
223,UC San Diego,Big West,,12,19,58.4,58.1,0.35,-10.61,-3.07,4.11,-9.9,3.41,-6.49,81.12,90.97,-9.85,-9.3
224,Tennessee Tech,OVC,,16,15,69.9,66.9,3.03,1.86,-7.02,-6.2,-0.38,-6.44,-6.82,89.63,99.5,-9.87,-9.28
225,Tennessee-Martin,OVC,,16,17,63.2,63.2,0.03,3.53,-6.04,-5.61,-6.21,-0.67,-6.89,89.12,98.83,-9.71,-9.59
226,Northern Kentucky,Horizon,,11,20,68.3,73.4,-5.1,-6.34,-1.87,1.28,1.29,-8.56,-7.27,91.59,101.94,-10.35,-9.92
227,Southern,SWAC,,15,15,60.6,62.5,-1.83,4.78,-3.45,-7.73,-7.03,-0.25,-7.28,82.13,92.21,-10.08,-10.32
228,Sacred Heart,NEC,,24,10,65.9,56.4,9.53,5.48,-15.71,-9.19,-4.54,-3.01,-7.55,86.11,97.5,-11.39,-8.99
229,Incarnate Word,Southland,,19,11,62.5,57.4,5.07,2.34,-8.84,-7.29,-8.48,0.83,-7.65,86.24,95.72,-9.48,-9.93
230,Howard,MEAC,,15,16,58.9,57.7,1.26,1.23,-8.95,-5.4,-8.32,0.63,-7.69,79.3,90.03,-10.72,-8.7
231,Youngstown State,Horizon,,14,18,60.6,62.7,-2.09,-5.29,-4.29,1.4,-7.89,-0.05,-7.94,83.53,94.44,-10.91,-9.74
232,Little Rock,OVC,,12,18,55.6,60.7,-5.03,-2.38,-2.95,-2.6,-12.03,4.05,-7.98,80.35,91.98,-11.63,-9.78
233,St. Thomas,Summit,,15,16,67.8,71.2,-3.32,-6.24,-2.2,-1.03,-1.74,-6.49,-8.24,87.94,99.16,-11.23,-9.09
234,Dayton,A-10,,12,19,63.5,68.9,-5.42,-12.42,0.5,5.34,-3.01,-5.25,-8.26,87.53,98.9,-11.37,-10.63
235,Grambling,SWAC,,23,10,71.9,64.1,7.82,2.78,-8.52,-6.01,-1.75,-6.63,-8.38,83.12,93.28,-10.16,-9.9
236,Binghamton,AmEast,,14,17,61.9,60.3,1.65,5.27,-9.4,-9.41,-5.67,-2.91,-8.57,87.98,100.67,-12.69,-9.59
237,Western Michigan,MAC,,12,18,62.2,65.7,-3.5,0.29,-4.54,-7.06,-5.09,-3.52,-8.61,87.22,99.4,-12.18,-11.02
238,Yale,Ivy,,8,19,60.7,68.4,-7.7,0.65,-0.95,-5.98,-4.03,-4.63,-8.66,87.02,100.15,-13.14,-10.81
239,Maryland-Eastern Shore,MEAC,,15,15,62.2,59.3,2.9,-2.66,-9.1,-4.04,-7.11,-1.82,-8.93,83.13,96.14,-13.01,-10.88
240,Boston University,Patriot,,20,12,62.6,61.6,1.03,0.97,-8.98,-6.12,-5.39,-3.59,-8.98,86.22,99.35,-13.13,-10.22
241,Lehigh,Patriot,,17,13,68.8,65.4,3.4,-3.87,-11.44,-3.56,0.03,-9.2,-9.17,87.56,101.87,-14.31,-11.75
242,Detroit Mercy,Horizon,,17,16,60.2,63.5,-3.21,-1.9,-5.98,-3.17,-8.88,-0.31,-9.19,81.01,93.54,-12.53,-10.82
243,Western Illinois,OVC,,18,12,74.3,66.5,7.83,4.97,-10.99,-7.66,-0.41,-8.93,-9.34,86.06,98.89,-12.83,-11.81
244,Cal State Fullerton,Big West,,10,21,59,65.4,-6.42,3.69,-2.93,-10.36,-5.94,-3.41,-9.35,85.03,98.69,-13.66,-12.11
245,Indiana State,MVC,,11,21,64.2,71.7,-7.53,0.4,-1.7,-3.56,-4.41,-5,-9.41,85.49,97.9,-12.41,-11.72
246,Akron,MAC,,11,18,62.3,66.1,-3.79,-3.3,-5.63,-1.58,-5.91,-3.51,-9.42,84.82,98.47,-13.66,-11.14
247,Morehead State,OVC,,15,15,66.3,65.6,0.7,-6.58,-6.11,0.25,-4.41,-5.03,-9.44,83.45,96.92,-13.47,-11.6
248,Stetson,A-Sun,,17,15,57.8,58.8,-1.03,4.74,-6.43,-8.97,-11.76,2.27,-9.49,78.68,92.05,-13.37,-11.56
249,Jacksonville State,CUSA,,12,17,59,63.1,-4.1,-0.19,-2.65,-4.49,-8.88,-0.62,-9.51,79.21,92.88,-13.67,-11.25
250,Oakland,Horizon,,12,17,71.4,72.9,-1.52,2.22,-2.62,-6.5,1.34,-10.89,-9.55,87.89,101.29,-13.4,-12.18
251,Northern Illinois,MAC,,15,16,64.4,65.6,-1.19,-3.42,-6.34,-1.19,-5.05,-4.72,-9.77,83.11,96.65,-13.55,-11.9
252,Denver,Summit,,8,22,64.4,69.7,-5.3,0.61,-3.58,-7.33,-4.36,-5.46,-9.82,88.68,102.77,-14.09,-12.54
253,Jacksonville,A-Sun,,11,20,65.3,70.6,-5.29,-2.48,-3.08,-3.62,-3.25,-6.73,-9.98,84.84,97.69,-12.85,-12.53
254,Eastern Illinois,OVC,,15,18,65.7,67.8,-2.12,-6.39,-8.2,-0.16,-4.17,-6.15,-10.32,84.03,98.39,-14.36,-13.13
255,Bethune-Cookman,SWAC,,15,16,66.4,60.8,5.55,0.06,-10.07,-5.68,-6.52,-4.08,-10.6,79.78,94.06,-14.28,-13.75
256,Samford,Southern,,14,16,58.1,60.8,-2.73,-4.1,-4.79,-4.59,-11.11,0.43,-10.68,79.56,95.21,-15.65,-12.79
257,Manhattan,MAAC,,18,12,57.2,56.7,0.5,-0.63,-11.33,-6.48,-11.34,0.51,-10.83,81.67,97.12,-15.45,-13.4
258,Kennesaw State,A-Sun,,11,19,58.9,64.2,-5.33,6.39,-2.5,-6.51,-7.76,-3.09,-10.85,81.49,96.7,-15.21,-13.35
259,Coppin State,MEAC,,12,18,55.3,59.8,-4.53,0.58,-6.54,-7.96,-11.66,0.59,-11.08,78.93,95.21,-16.28,-13.35
260,Kansas City,Summit,,12,20,64.5,66,-1.47,-0.4,-5.19,-4.72,-8.62,-2.6,-11.22,80.04,95.52,-15.48,-13.72
261,Cornell,Ivy,,7,19,56,67.4,-11.42,-5.03,0.03,-1.53,-7.88,-3.52,-11.4,79.96,96.55,-16.6,-13.23
262,San Jose State,MWC,,7,24,60.3,66.2,-5.87,-0.3,-2.26,-3.02,-7.11,-4.35,-11.46,84.13,100.81,-16.68,-14.53
263,Ohio,MAC,,11,19,63.8,71.5,-7.67,-7.55,-3.89,-0.45,-3.58,-7.98,-11.55,80.94,96.51,-15.57,-14.17
264,Loyola (MD),Patriot,,16,15,59,61.3,-2.26,-9.31,-9.39,-1.15,-9.02,-2.62,-11.64,84.95,102.44,-17.49,-14.74
265,Canisius,MAAC,,17,14,60.6,61.8,-1.13,-7.49,-10.37,-2.94,-7.91,-3.89,-11.8,84.19,100.99,-16.81,-13.91
266,Massachusetts,A-10,,5,27,58,71.2,-13.13,-9.39,0.99,0.44,-5.35,-6.79,-12.14,83.2,100.35,-17.15,-14.96
267,Weber State,Big Sky,,8,25,57,66.6,-9.61,1.81,-1.8,-11.4,-8.2,-3.94,-12.14,82.23,100.02,-17.8,-14.92
268,Bucknell,Patriot,,13,18,55.9,61.2,-5.29,-3.7,-6.89,-4.14,-11.32,-0.87,-12.18,79.97,98.13,-18.16,-15.67
269,High Point,Big South,,20,12,62.7,63.9,-1.22,-3.63,-8.81,-0.31,-5.75,-6.46,-12.21,83.26,100.05,-16.8,-16.29
270,Alabama A&M,SWAC,,15,16,61.7,61.9,-0.13,-6.09,-11.1,-3.73,-9.47,-2.77,-12.23,80.32,97.1,-16.78,-17.01
271,Nicholls State,Southland,,14,18,62.9,63.2,-0.25,1.77,-8.85,-10.72,-7.69,-4.57,-12.26,81.75,98.53,-16.78,-16.58
272,Furman,Southern,,15,16,66.2,64.1,2.1,-0.93,-8.65,-7.16,-5.84,-6.45,-12.29,83.26,100.25,-16.98,-15.43
273,Southern Utah,WAC,,8,22,65.7,73.6,-7.87,-9.47,-3.85,0.41,-3.54,-8.94,-12.47,88.36,105.46,-17.11,-16.17
274,Sacramento State,Big Sky,,6,25,56.7,66.9,-10.16,-9.67,-2.34,-1.93,-9.07,-3.43,-12.5,81.37,99.84,-18.47,-17.25
275,North Alabama,A-Sun,,12,18,68,72.5,-4.5,-7.52,-4.91,-2.29,-0.7,-11.81,-12.51,85.34,102.21,-16.87,-17.52
276,East Texas A&M,Southland,,15,16,68.9,72.5,-3.58,-6.23,-6.06,-2,1.23,-13.84,-12.61,85.6,102.01,-16.42,-17.56
277,Tarleton State,WAC,,11,20,61.4,65.4,-4.06,-4.6,-6.2,-4.52,-9.86,-2.8,-12.66,81.22,98.22,-17,-16.59
278,La Salle,A-10,,8,22,57.6,70.8,-13.17,-2.1,0.38,-4.33,-6.15,-6.64,-12.79,81.13,99.71,-18.58,-16.06
279,Northwestern State,Southland,,11,19,58.4,61.6,-3.2,-5.3,-5.59,-6.74,-12.42,-0.46,-12.88,77.42,94.81,-17.39,-18.54
280,New Orleans,Southland,,11,19,62.2,68.3,-6.17,7.03,-6.9,-9.35,-5.1,-7.98,-13.07,78.04,95.29,-17.25,-18.4
281,IU Indy,Horizon,,7,23,64.5,75.1,-10.63,-8.19,-2.45,0.05,-2.05,-11.04,-13.09,83.04,100.34,-17.3,-17.2
282,Bryant,AmEast,,15,15,60.6,61,-0.43,-4.69,-9.07,-4.93,-8.64,-4.57,-13.21,80.84,100.02,-19.18,-19.24
283,St. Bonaventure,A-10,,4,26,54.7,66.5,-11.83,-4.23,-1.53,-5.39,-9.93,-3.44,-13.37,79.71,98.87,-19.16,-19.44
284,Utah Valley,WAC,,10,19,59.8,65.5,-5.66,0.33,-6.31,-13.4,-10.41,-2.97,-13.39,76.66,95.15,-18.49,-20.43
285,Omaha,Summit,,8,23,72.3,81.2,-8.84,-2.65,-2.17,-8,3.23,-16.64,-13.41,90.4,108.01,-17.61,-20.56
286,Sam Houston,CUSA,,7,22,66.2,72.3,-6.1,8.38,-2.56,-18.1,-2.41,-11.01,-13.42,81.22,98.91,-17.7,-19.5
287,Miami (OH),MAC,,9,20,53.9,63.8,-9.83,0.72,-3.76,-13.56,-13.65,0.06,-13.58,76.23,95.98,-19.75,-19.19
288,Xavier,Big East,,1,27,50.7,72.6,-21.93,-8.61,8.34,-2.26,-9.15,-4.45,-13.59,79.77,100.33,-20.57,-18.01
289,Le Moyne,NEC,,18,15,57.9,61.2,-3.27,-6.07,-10.38,-5.93,-11.08,-2.57,-13.65,79.98,99.25,-19.27,-17.88
290,Quinnipiac,MAAC,,13,18,59.3,64.6,-5.29,-7.37,-8.47,-2.89,-8.13,-5.63,-13.76,82.08,101.88,-19.8,-21.66
291,Elon,CAA,,11,21,53.1,61.3,-8.28,-4,-4.76,-9.73,-13.77,-0.05,-13.82,74.16,94.33,-20.17,-20.54
292,North Florida,A-Sun,,9,21,63.5,68.2,-4.63,-2.3,-4.05,-11.45,-6.56,-7.38,-13.94,82.64,102.03,-19.39,-19.74
293,Southeast Missouri State,OVC,,9,20,62.1,66.7,-4.62,-4.31,-6.87,-5.45,-9.38,-4.68,-14.05,78.26,97.81,-19.55,-19.53
294,North Dakota,Summit,,9,21,66.9,76.6,-9.7,-6.32,-1.26,-7.6,-1.79,-12.28,-14.07,83.82,102.21,-18.38,-19.72
295,Cal State Bakersfield,Big West,,8,21,58.7,67,-8.28,-8.27,-5.25,-4.57,-7.38,-6.72,-14.1,83.32,103.57,-20.25,-19.52
296,Valparaiso,MVC,,5,25,61.8,72.8,-11,-9.7,-3.11,-1.52,-6.89,-7.22,-14.11,83.03,101.87,-18.83,-20.02
297,Mount St. Mary's,MAAC,,14,17,54.5,58.5,-4,-8.13,-10.26,-5.45,-13.97,-0.3,-14.26,75.27,95.8,-20.52,-19.17
298,American,Patriot,,10,20,60.8,66,-5.23,-2.13,-9.09,-8.42,-7.14,-7.18,-14.33,79.8,100.64,-20.84,-19.28
299,Hofstra,CAA,,11,21,56.6,58.9,-2.31,-10.29,-9.22,-4,-13.15,-1.33,-14.48,76.17,97.3,-21.13,-20.06
300,New Hampshire,AmEast,,9,20,54.1,58.8,-4.66,-4.17,-8.63,-7.62,-13.23,-1.44,-14.67,76.08,97.7,-21.62,-22.31
301,Texas-Rio Grande Valley,WAC,,6,23,59.6,71,-11.41,-6.69,-3.4,-7.94,-9.04,-5.78,-14.82,79.49,99.95,-20.46,-21.4
302,Seattle,WAC,,6,23,63.6,75.2,-11.59,-9.13,-3.39,-3.84,-3.8,-11.17,-14.97,84.06,104.49,-20.43,-18.76
303,South Alabama,Sun Belt,,9,23,60.7,71.5,-10.81,-11.4,-1.92,-3.54,-7.97,-7.11,-15.08,79.43,100.35,-20.92,-21.77
304,Northeastern,CAA,,10,17,57.5,64.6,-7.11,-4.48,-7.98,-9.99,-10.19,-4.91,-15.09,81.99,104.49,-22.5,-21.89
305,Tennessee State,OVC,,11,19,62.1,68.1,-6.07,-7.88,-8.26,-4.89,-7.88,-7.34,-15.23,77.24,98.3,-21.06,-21.7
306,Maryland-Baltimore County,AmEast,,10,19,58.4,63,-4.59,-13.17,-8.71,-2.28,-10.03,-5.24,-15.27,77.91,100.05,-22.14,-21.05
307,Army,Patriot,,12,17,59.2,62.3,-3.07,-7.74,-9.81,-7.74,-9.71,-5.62,-15.32,80.33,102.47,-22.14,-21.98
308,Navy,Patriot,,14,17,61.8,63.7,-1.9,-3.39,-9.98,-7.57,-8.24,-7.08,-15.32,77.76,99.17,-21.41,-22.78
309,NJIT,AmEast,,12,18,57.4,62.5,-5.03,-11,-10.52,-3.04,-9.46,-6.1,-15.56,76.78,99.22,-22.44,-21.77
310,Presbyterian,Big South,,21,15,57.6,58.9,-1.36,-0.78,-11.13,-9.61,-14.2,-1.41,-15.61,77.85,99.16,-21.31,-21.92
311,Bellarmine,A-Sun,,10,19,67.2,75,-7.83,-16.19,-4.47,1.98,-2.76,-12.93,-15.69,83.74,103.96,-20.22,-21.74
312,Portland State,Big Sky,,8,23,56.3,67.6,-11.29,0.53,-3.1,-11.24,-10.24,-5.65,-15.89,82.27,106.49,-24.22,-22.17
313,Radford,Big South,,15,18,57.5,61.4,-3.94,-2.74,-11.29,-10.55,-12.97,-3.13,-16.1,76.08,98.15,-22.08,-22.5
314,Alcorn State,SWAC,,12,20,54.1,63,-8.88,-15.55,-5.89,0.62,-15.16,-0.95,-16.11,75.76,97.05,-21.29,-23.18
315,Eastern Michigan,MAC,,7,22,57.3,67.5,-10.24,-6.9,-4.72,-6.69,-11.49,-4.73,-16.22,75.91,99.01,-23.1,-23.85
316,Pepperdine,WCC,,5,25,54.2,70.1,-15.9,-5.84,2.4,-9.5,-12.22,-4.02,-16.24,76.09,100.07,-23.98,-23.18
317,Iona,MAAC,,11,19,57.6,63.2,-5.6,-14.97,-10.85,-2.57,-10.73,-5.72,-16.45,81.13,104.82,-23.69,-24.39
318,Central Michigan,MAC,,6,22,61.5,71.7,-10.18,-7.93,-5.18,-2.69,-7.08,-9.51,-16.59,77.84,99.99,-22.14,-27.61
319,Florida A&M,SWAC,,9,21,59.8,70,-10.2,-4.52,-6.45,-10.8,-8.1,-8.56,-16.65,79.16,101.86,-22.7,-24.46
320,Dartmouth,Ivy,,7,19,48.5,58.4,-9.92,-16.3,-3.29,-0.98,-18.97,2.18,-16.79,71.52,97.8,-26.29,-25.31
321,Lafayette,Patriot,,10,20,55.9,63.6,-7.77,-6.45,-9.47,-6.89,-12.32,-4.91,-17.23,78.89,104.89,-26,-23.7
322,Bradley,MVC,,6,26,60.2,75.3,-15.09,-10.6,-1.5,-7.65,-8.43,-8.85,-17.27,81.67,105.95,-24.28,-27.8
323,South Carolina Upstate,Big South,,16,16,58.8,61.4,-2.56,-10.97,-13.81,-6.39,-12.09,-5.27,-17.36,75.9,99.13,-23.23,-27.66
324,Lindenwood,OVC,,7,21,64.8,72.1,-7.29,-9.16,-8.22,-8.01,-5.86,-11.58,-17.44,84.4,108.65,-24.25,-27.15
325,Charleston Southern,Big South,,11,19,61,66.6,-5.57,-13.32,-11.28,-1.95,-8.88,-8.61,-17.49,77,100.55,-23.55,-26.62
326,FDU,NEC,,14,17,58.4,61,-2.58,0.73,-13.52,-14.03,-12.67,-5.12,-17.79,78.87,104.97,-26.1,-27.92
327,Robert Morris,Horizon,,6,24,55.3,66.4,-11.03,-16.41,-3.88,-3.35,-13.66,-4.22,-17.88,74.56,100.34,-25.78,-26.14
328,SIU Edwardsville,OVC,,5,26,68.1,77,-8.97,-11.33,-6.47,-7.44,-1.64,-16.37,-18,84.84,109.17,-24.33,-28.44
329,Massachusetts-Lowell,AmEast,,4,25,51.9,63.6,-11.69,-7.45,-6.55,-12.44,-13.58,-4.66,-18.24,73.13,100,-26.87,-28.68
330,Cal State Northridge,Big West,,3,27,55.2,69.6,-14.47,-15.53,-3.52,-0.2,-10.17,-8.18,-18.34,73.17,98.72,-25.55,-27.52
331,Marist,MAAC,,6,25,55.5,63.9,-8.39,-8.17,-9.96,-8.45,-12.52,-5.82,-18.34,72.31,98.86,-26.55,-27.55
332,Morgan State,MEAC,,8,22,53.6,62.7,-9.13,-14.97,-7.02,-1.14,-13.83,-4.58,-18.41,72.3,98.21,-25.91,-28.23
333,North Carolina Central,MEAC,,16,15,65.7,65.9,-0.13,-8.97,-10.94,-11.94,-6.29,-12.32,-18.62,72.59,97.39,-24.8,-30.28
334,Prairie View A&M,SWAC,,11,18,63.3,68.4,-5.07,-10.69,-6.44,-7.56,-9.35,-9.33,-18.68,78.01,104.04,-26.03,-29.95
335,Merrimack,NEC,,12,19,59.3,62.5,-3.29,-2.67,-15.44,-15.12,-11.27,-7.46,-18.74,74.64,101.99,-27.35,-30.02
336,Rider,MAAC,,10,21,54.9,64.6,-9.71,-9.41,-9.59,-11.82,-13.58,-5.72,-19.3,76.12,104.4,-28.28,-29.86
337,Winthrop,Big South,,14,16,56.8,60.2,-3.47,-13.38,-12.78,-7.99,-15.9,-3.44,-19.34,72.36,99.46,-27.1,-30.57
338,Hampton,CAA,,3,26,54.5,68.2,-13.72,-9.1,-6.1,-8.66,-11.5,-8.32,-19.82,72.46,99.75,-27.29,-30.46
339,Evansville,MVC,,4,28,62.8,81.1,-18.25,-7.23,-1.64,-12.92,-5.92,-13.97,-19.89,77.06,102.81,-25.75,-28.75
340,UNC Asheville,Big South,,11,20,59.5,60.5,-1,-5.03,-15.72,-10.87,-13.73,-6.27,-20,74.19,101.96,-27.77,-31.89
341,Utah State,MWC,,5,25,56.2,74,-17.77,-15.1,-1.2,-4.19,-8.29,-12.31,-20.59,78.94,107.98,-29.03,-30.51
342,Central Connecticut State,NEC,,9,21,57.9,66.1,-8.27,-5.07,-13.27,-15.33,-11.71,-9.82,-21.53,75.32,106.05,-30.73,-31.25
343,Texas Southern,SWAC,,7,22,59.3,72.3,-12.93,-5.55,-5.91,-9.7,-12.02,-9.81,-21.83,74.46,102.33,-27.86,-29.79
344,Longwood,Big South,,9,21,61,68.7,-7.67,-11.23,-10.92,-9.39,-11.19,-10.8,-21.99,73.62,103.38,-29.76,-33.81
345,Houston Christian,Southland,,6,23,53.7,65,-11.38,-10.74,-4.34,-11.54,-17.01,-5.25,-22.26,70.64,102.14,-31.49,-30.36
346,Queens (NC),A-Sun,,7,22,62,70.4,-8.45,-16.9,-8.26,-4.17,-9.83,-12.89,-22.72,73.76,104.74,-30.98,-33.06
347,Saint Peter's,MAAC,,7,23,50.6,62.4,-11.87,-10.45,-10.86,-6.43,-18.83,-3.89,-22.72,67.41,100.27,-32.86,-33.62
348,Western Carolina,Southern,,6,24,56.8,66.4,-9.57,-11,-7.38,-6.71,-12.74,-10.16,-22.9,75.74,108.42,-32.67,-35.41
349,Gardner-Webb,Big South,,6,24,62.3,76.7,-14.43,-2.76,-9.64,-16.69,-5.87,-18.2,-24.07,79.52,111.53,-32.01,-34.32
350,Mississippi Valley State,SWAC,,4,27,55.5,77.1,-21.65,-11.27,-2.59,-10.94,-11.27,-12.96,-24.24,71.91,102.8,-30.89,-32.88
351,Delaware State,MEAC,,8,20,57.5,70.8,-13.25,-12.47,-6.71,-11.69,-12.6,-12.49,-25.1,74.85,110.1,-35.24,-32.92
352,UNC Wilmington,CAA,,5,25,54.5,72.8,-18.27,-19.63,-5.45,-5.06,-12.64,-12.94,-25.58,71.15,106.21,-35.06,-32.29
353,Long Island University,NEC,,8,22,58.2,67.8,-9.6,-21.91,-17.18,-0.45,-13.56,-13.22,-26.78,72.07,110.32,-38.25,-36.04
354,McNeese,Southland,,6,25,65.2,78.4,-13.23,-12.91,-5.36,-12.28,-6.28,-20.94,-27.21,78.34,113.13,-34.79,-37.67
355,Alabama State,SWAC,,3,26,49.3,73.4,-24.03,-13.53,-3.64,-14.76,-17.84,-9.83,-27.67,68.47,104.9,-36.43,-40.57
356,Wagner,NEC,,7,21,55.3,67,-11.75,-25.94,-16.39,-3.01,-17.24,-12.55,-29.8,65.7,108.26,-42.56,-37.29
357,South Carolina State,MEAC,,2,28,48.3,69.1,-20.77,-18.45,-9.1,-11.17,-19.8,-10.07,-29.86,66.66,109.92,-43.26,-37.81
358,Stonehill,NEC,,4,26,52.2,69,-16.77,-16.5,-13.4,-9.23,-18.42,-11.75,-30.17,66.67,109.56,-42.89,-42.96
359,Chicago State,Ind,,1,26,59,83,-24.04,-18.31,-4.05,-14.09,-9.56,-22.07,-31.63,71.15,111.71,-40.56,-45.88
360,Saint Francis (PA),NEC,,5,25,51.5,69.9,-18.4,-25.72,-13.92,-7.65,-18.9,-13.42,-32.32,68.26,114.94,-46.68,-43.98
