,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,Valparaiso,Horizon,,7,24,58.4,67.9,-9.52,,1.85,,-5.16,-2.51,-7.66,61.07,67.75,-6.68
229,Pacific,Big West,,9,22,62.5,69.5,-7.03,,-0.75,,-2.76,-5.02,-7.78,58.58,64.28,-5.7
230,Cal State Fullerton,Big West,,9,21,65.3,71.7,-6.4,,-1.44,,-0.64,-7.2,-7.84,64.97,70.79,-5.82
231,Kansas City,Summit,,14,16,64.7,64.5,0.23,,-7.12,,-4.56,-3.36,-7.92,46.19,52.94,-6.75
232,Central Connecticut State,NEC,,19,11,56.9,56.8,0.13,,-8.22,,-9.13,1.03,-8.09,55.51,62.14,-6.63
233,Coppin State,MEAC,,13,17,61.8,60.9,0.87,,-8.61,,-4.91,-3.2,-8.11,50.35,55.37,-5.02
234,Georgia Southern,Southern,,12,18,58.4,60.9,-2.5,,-5.7,,-7.66,-0.55,-8.2,60.66,66.14,-5.48
235,Northern Arizona,Big Sky,,11,18,63.9,68.9,-5.07,,-2.52,,-2.25,-5.95,-8.2,57.04,62.86,-5.82
236,Howard,MEAC,,16,18,53.7,55.4,-1.71,,-7.44,,-12.64,4.4,-8.24,54.94,60.93,-5.99
237,Saint Louis,A-10,,7,22,56.2,66,-9.76,,1.3,,-6.54,-1.92,-8.46,57.62,65.08,-7.46
238,Air Force,MWC,,9,22,60.7,70.1,-9.39,,1.55,,-1.19,-7.29,-8.49,61.05,67.92,-6.87
239,Boise State,WAC,,12,19,67.1,70.7,-3.58,,-3.72,,-0.66,-7.96,-8.62,58.77,65.37,-6.6
240,Furman,Southern,,14,16,62.2,64,-1.83,,-5.57,,-4.83,-3.81,-8.64,56.5,61.79,-5.29
241,Siena,MAAC,,14,16,52.2,53.4,-1.17,,-7.56,,-11.56,2.83,-8.73,55.46,62.19,-6.73
242,Army,Patriot,,13,16,53.1,53.7,-0.52,,-7.9,,-12.82,3.86,-8.97,52.83,60.11,-7.28
243,Pennsylvania,Ivy,,11,17,53.7,54.9,-1.14,,-7.98,,-12.11,2.98,-9.13,54.23,62.2,-7.97
244,Southern Mississippi,CUSA,,10,20,60.9,70.4,-9.53,,0.33,,-2.48,-6.73,-9.2,55.77,62.3,-6.52
245,Sam Houston,Southland,,17,14,69.3,68.8,0.48,,-9.76,,-0.96,-8.32,-9.28,54.91,61.33,-6.43
246,Florida A&M,MEAC,,15,15,64.6,66.7,-2.1,,-7.98,,-0.23,-9.06,-9.29,59.32,64.99,-5.67
247,Southern Utah,Summit,,16,14,68,71.8,-3.83,,-5.58,,0.45,-9.87,-9.42,51.36,59.26,-7.9
248,Stetson,A-Sun,,20,13,65.3,64.7,0.61,,-9.05,,-3.95,-5.59,-9.55,58.93,64.35,-5.42
249,Stephen F. Austin,Southland,,12,18,69.8,69.6,0.2,,-9.99,,-0.11,-9.69,-9.79,60.45,67.58,-7.13
250,Radford,Big South,,14,16,60.4,63.3,-2.93,,-5.17,,-4.18,-5.88,-10.06,53.23,59.48,-6.25
251,Western Carolina,Southern,,9,22,54.8,62.9,-8.1,,-2.03,,-10.32,0.2,-10.12,54.67,62.89,-8.22
252,Iona,MAAC,,11,20,58.5,63.6,-5.06,,-5.06,,-5.08,-5.04,-10.13,55.08,64.38,-9.3
253,Albany (NY),AmEast,,16,14,55.1,56.5,-1.4,,-8.76,,-10.27,0.11,-10.16,55.17,64.82,-9.66
254,Youngstown State,Horizon,,6,24,58.5,69,-10.57,,0.33,,-5.13,-5.11,-10.24,57.53,67.2,-9.67
255,Tulsa,CUSA,,5,20,61.8,70.6,-8.8,,0.54,,-4.87,-5.41,-10.29,50.51,58.9,-8.39
256,Marshall,CUSA,,9,21,53.2,63.7,-10.43,,0.57,,-11.51,1.02,-10.5,54.06,63.57,-9.52
257,Charleston Southern,Big South,,14,16,66.1,67.3,-1.17,,-5.97,,-1.03,-9.75,-10.78,57.89,65.53,-7.64
258,Austin Peay,OVC,,15,18,61.8,65.5,-3.61,,-7.29,,-6.04,-4.85,-10.89,57.02,65.84,-8.82
259,Weber State,Big Sky,,7,21,60,65.5,-5.57,,-4.21,,-8.23,-2.73,-10.95,55.47,65.85,-10.38
260,Quinnipiac,NEC,,14,16,63.7,66.9,-3.2,,-7.91,,-1.86,-9.25,-11.11,59.01,70,-11
261,SIU Edwardsville,Ind,,11,19,61,68.8,-7.87,,-2.74,,-4.62,-6.57,-11.19,59.92,68.78,-8.86
262,Morgan State,MEAC,,17,15,55.3,59,-3.66,,-7.99,,-10.85,-0.38,-11.23,50.54,60.19,-9.65
263,Jacksonville,A-Sun,,15,17,64,66.5,-2.56,,-8.74,,-4.15,-7.16,-11.3,56.87,65.39,-8.52
264,Long Beach State,Big West,,8,23,61.8,73,-11.19,,-0.31,,-2.34,-9.16,-11.5,56.72,67.58,-10.86
265,Campbell,A-Sun,,13,17,66,67.2,-1.27,,-11.28,,-3.09,-8.71,-11.8,59.82,70,-10.18
266,College of Charleston,Southern,,10,20,52.2,60.6,-8.43,,-4.25,,-12.79,0.88,-11.91,45.82,54.78,-8.97
267,Rhode Island,A-10,,7,21,55.9,68,-12.07,,0.14,,-6.94,-5.18,-12.12,55.62,68.27,-12.66
268,Canisius,MAAC,,11,20,53.5,59.2,-5.65,,-6.72,,-10.64,-1.73,-12.36,55.15,67.55,-12.4
269,North Texas,Sun Belt,,5,25,64.2,73.3,-9.03,,-3.38,,-1.25,-11.16,-12.41,55.58,65.68,-10.1
270,Maryland-Eastern Shore,MEAC,,12,19,54.6,59,-4.35,,-9.14,,-9.75,-2.7,-12.44,47.97,57.75,-9.78
271,Savannah State,Ind,,15,11,56.9,51.3,5.58,,-13.56,,-14.25,1.49,-12.76,5.17,7.36,-2.2
272,Wagner,NEC,,12,17,62.5,64.4,-1.97,,-10.85,,-4.91,-7.91,-12.82,58.34,71.19,-12.85
273,Southern,SWAC,,20,12,57.6,60,-2.38,,-11.43,,-11.66,-1.24,-12.9,47.9,56.86,-8.96
274,FDU,NEC,,14,16,57,60.7,-3.67,,-9.26,,-9.91,-3.02,-12.92,51.69,65.09,-13.4
275,Cal State Northridge,Big West,,4,26,57.3,71.2,-13.87,,0.55,,-6.21,-7.1,-13.32,55.91,69.5,-13.59
276,Lafayette,Patriot,,11,19,54.7,62.1,-7.37,,-6.11,,-8.99,-4.49,-13.48,53.39,67.39,-14
277,Northwestern State,Southland,,14,16,66.7,71.2,-4.43,,-7.31,,-3.26,-10.27,-13.53,43.16,54.29,-11.14
278,Western Illinois,Summit,,8,21,57.3,65.9,-8.55,,-1.93,,-10.54,-3.01,-13.56,37.97,51.26,-13.29
279,Grambling,SWAC,,15,16,59.1,60.2,-1.1,,-11.93,,-8.44,-5.14,-13.59,47.03,57.32,-10.29
280,Brown,Ivy,,10,18,54.7,61.6,-6.89,,-6.76,,-10.57,-3.08,-13.65,53.35,68.16,-14.81
281,Holy Cross,Patriot,,10,20,60.5,68.9,-8.4,,-5.35,,-4.76,-8.99,-13.75,57.34,71.97,-14.63
282,Louisiana,Sun Belt,,11,19,63,65.9,-2.9,,-10.59,,-4.68,-9.1,-13.79,51.04,61.95,-10.91
283,Winthrop,Big South,,13,18,51.5,56.9,-5.32,,-8.16,,-15.17,1.34,-13.83,44.75,55.98,-11.24
284,New Hampshire,AmEast,,9,20,58.8,65.1,-6.34,,-7.55,,-6.54,-7.35,-13.89,58.21,73.09,-14.88
285,South Carolina Upstate,A-Sun,,17,13,70.4,74.6,-4.17,,-9.44,,2.58,-16.47,-13.89,58.43,69.26,-10.83
286,Bucknell,Patriot,,11,17,54.2,60.4,-6.21,,-7.72,,-11.37,-2.57,-13.94,53.76,68.82,-15.06
287,Mount St. Mary's,NEC,,8,21,57.8,64.8,-7,,-7.29,,-7.76,-6.54,-14.29,56.63,72.29,-15.66
288,UNC Asheville,Big South,,12,18,67.7,73.1,-5.43,,-8.5,,1.46,-15.81,-14.35,63.1,75.01,-11.91
289,Belmont,A-Sun,,11,20,57.9,63.1,-5.23,,-9.26,,-11.96,-2.53,-14.49,54.4,67.03,-12.64
290,Columbia,Ivy,,7,21,55.5,64.8,-9.32,,-5.27,,-8.76,-5.83,-14.59,53.41,69.47,-16.07
291,Colgate,Patriot,,7,22,59.3,65.7,-6.31,,-8.38,,-5.72,-8.97,-14.69,55.13,70.88,-15.75
292,North Florida,A-Sun,,13,17,56.6,62,-5.37,,-9.4,,-12.3,-2.39,-14.69,51.76,64.28,-12.52
293,Presbyterian,Big South,,9,20,50.8,56.8,-5.97,,-7.55,,-16.2,1.47,-14.73,46.56,58.7,-12.14
294,Nicholls State,Southland,,8,21,61.7,70,-8.24,,-7.59,,-5.65,-9.18,-14.83,51.71,65.62,-13.91
295,Murray State,OVC,,9,21,62.9,67.2,-4.37,,-9.37,,-6.53,-8.99,-15.52,48.37,61.7,-13.32
296,Delaware State,MEAC,,9,20,53.1,60.5,-7.38,,-6.94,,-13.27,-2.3,-15.57,45.45,60.69,-15.24
297,Alabama A&M,SWAC,,15,14,59.9,60.7,-0.79,,-13.1,,-9.81,-5.77,-15.58,48.06,60.35,-12.29
298,Coastal Carolina,Big South,,10,19,53.3,57.9,-4.66,,-5.03,,-15.71,-0.1,-15.8,41.46,54.43,-12.97
299,Florida Atlantic,Sun Belt,,7,21,59.4,70,-10.57,,-3.31,,-6.66,-9.64,-16.31,49.61,64.25,-14.64
300,Kennesaw State,A-Sun,,9,21,59.5,68.2,-8.67,,-7.74,,-9.07,-7.33,-16.4,50.98,65.56,-14.57
301,Tennessee State,OVC,,9,21,60.3,67,-6.63,,-9.75,,-8.4,-8.08,-16.47,49.22,64.34,-15.12
302,Bryant,NEC,,10,19,58.4,65.1,-6.62,,-9.86,,-8.2,-8.28,-16.48,50.62,68.67,-18.05
303,Stony Brook,AmEast,,7,23,60.4,67,-6.6,,-9.93,,-5.54,-10.99,-16.53,54.8,72.93,-18.13
304,UT Arlington,Southland,,8,20,59.1,69.9,-10.82,,-5.77,,-9.5,-7.1,-16.59,48.73,63.93,-15.2
305,Eastern Kentucky,OVC,,6,21,62,67.2,-5.22,,-9.56,,-9.04,-7.6,-16.64,48.99,64.55,-15.56
306,San Francisco,WCC,,4,25,60,75.5,-15.55,,0.36,,-5.81,-10.94,-16.75,53.67,70.87,-17.2
307,Mississippi Valley State,SWAC,,14,17,59.6,66.1,-6.48,,-9.32,,-7.07,-9.74,-16.8,47.27,61.2,-13.94
308,Dartmouth,Ivy,,7,21,53.9,66.8,-12.93,,-4.11,,-10.32,-6.72,-17.04,52.21,71.42,-19.21
309,Lipscomb,A-Sun,,9,21,62.6,70.2,-7.57,,-9.68,,-6.88,-10.37,-17.25,55.95,72.43,-16.48
310,Southern Illinois,MVC,,2,28,50.9,70.2,-19.3,,1.82,,-11.81,-5.67,-17.48,47.16,65.79,-18.63
311,Utah Valley,GWC,,8,21,62.9,70.4,-7.52,,-8.2,,-7.67,-9.9,-17.56,52.57,70.5,-17.94
312,Southeastern Louisiana,Southland,,13,16,63.1,66.7,-3.62,,-10.85,,-9.04,-8.54,-17.58,46.61,61.6,-15
313,Jacksonville State,OVC,,10,21,60.5,68.5,-7.94,,-8.87,,-8.74,-8.91,-17.65,53.19,69.92,-16.73
314,Alcorn State,SWAC,,13,15,59.3,66.8,-7.46,,-10.21,,-7.65,-10.02,-17.67,53.1,69.56,-16.46
315,Cornell,Ivy,,6,22,51.6,62.5,-10.96,,-4.85,,-13.53,-4.21,-17.73,49.39,68.18,-18.79
316,Bethune-Cookman,MEAC,,13,17,54.4,57.2,-2.73,,-11.55,,-13.4,-5.27,-18.67,42.44,60.06,-17.62
317,IU Indy,Summit,,4,24,54.9,68,-13.04,,-5.02,,-13.07,-5.66,-18.73,37.84,58.17,-20.33
318,Saint Peter's,MAAC,,6,25,52.8,65.1,-12.26,,-6.67,,-11.16,-7.77,-18.93,51.79,73.58,-21.79
319,Sacramento State,Big Sky,,4,25,70.2,86.3,-16.14,,-2.86,,4.22,-23.21,-19,55.35,73.36,-18.02
320,Troy,Sun Belt,,5,25,56,69,-13.07,,-2.99,,-9.25,-9.85,-19.09,47.79,66.17,-18.38
321,South Carolina State,MEAC,,12,17,55.7,62.7,-6.97,,-11.13,,-11.88,-7.38,-19.26,43.17,61.26,-18.09
322,Wofford,Southern,,8,22,60.7,70.7,-10,,-5.15,,-6.05,-13.21,-19.26,46.63,64.67,-18.05
323,Norfolk State,MEAC,,9,19,58.6,66.3,-7.71,,-11.24,,-9.21,-10.68,-19.88,46.51,66.02,-19.51
324,San Jose State,WAC,,2,27,47.7,66,-18.34,,-1.34,,-17.28,-2.6,-19.88,42.19,65.75,-23.56
325,Jackson State,SWAC,,9,19,53.9,58.9,-5,,-15.36,,-15.37,-4.99,-20.36,44.74,65.19,-20.45
326,Texas-Rio Grande Valley,GWC,,12,19,66.7,76.9,-10.16,,-7.76,,-2.88,-17.7,-20.59,50.63,69.06,-18.43
327,Texas Southern,SWAC,,5,24,54.3,63.9,-9.55,,-11.32,,-14.13,-6.74,-20.87,47.52,68.99,-21.47
328,Vermont,AmEast,,5,25,47.8,65.5,-17.7,,-3.69,,-16.43,-4.97,-21.39,45.9,72.63,-26.74
329,Southeast Missouri State,OVC,,8,21,51.4,65.1,-13.69,,-5.61,,-17.38,-4.57,-21.95,41.14,63.67,-22.53
330,Rider,MAAC,,5,25,52.3,68.7,-16.43,,-5.65,,-11.18,-10.91,-22.09,48.84,74.62,-25.78
331,NJIT,GWC,,7,21,53.5,67.5,-14.04,,-8.65,,-13.73,-8.95,-22.68,43.75,69.98,-26.23
332,Mercer,A-Sun,,2,27,58.9,73.8,-14.86,,-7.95,,-9.29,-13.52,-22.81,51.52,75.77,-24.25
333,Maine,AmEast,,4,25,54.6,69.7,-15.1,,-7.94,,-11.11,-11.93,-23.04,48.28,74.75,-26.47
334,Texas A&M-Corpus Christi,Southland,,2,27,63,75.9,-12.93,,-10.12,,-6.99,-16.2,-23.19,45,67.55,-22.55
335,North Carolina Central,MEAC,,5,25,50.4,66.5,-16.13,,-7.76,,-15.79,-7.63,-23.42,40.45,64.71,-24.26
336,Alabama State,SWAC,,8,22,54,61.1,-7.03,,-12.5,,-15.77,-7.88,-23.64,38.47,59.04,-20.58
337,Texas State,Southland,,9,20,64.7,73.5,-8.83,,-10.41,,-7.02,-17.31,-24.33,40.21,62.43,-22.22
338,Niagara,MAAC,,1,29,48.3,67.8,-19.47,,-5.83,,-15.61,-9.69,-25.29,44.3,75.35,-31.05
339,St. Francis (NY),NEC,,2,27,48.7,65,-16.28,,-9.96,,-17.94,-8.29,-26.23,46.16,79.86,-33.71
340,Houston Christian,GWC,,4,25,54.6,77,-22.45,,-5.74,,-13.71,-16.32,-30.02,41.68,74.85,-33.17
341,Arkansas-Pine Bluff,SWAC,,1,28,53.1,78.1,-25,,-6.37,,-12.14,-19.23,-31.37,43.78,76.76,-32.98
342,Centenary (LA),Summit,,1,24,55.9,70.2,-25.5,,-5.13,,-11.54,-22.99,-34.53,5.26,20.61,-15.35
